date,time,planet1,planet2,aspect,aspect_abbrev,angle,planet1_lon,planet2_lon,description
2025.08.18,00:00,Saturn,Uranus,Sextile,Sext,60.9882,357.3631,58.3513,Saturn-Uranus Sext
2025.08.19,00:00,Saturn,Uranus,Sextile,Sext,60.9662,357.3965,58.3627,Saturn-Uranus Sext
2025.08.20,00:00,Saturn,Uranus,Sextile,Sext,60.9443,357.4298,58.3741,Saturn-Uranus Sext
2025.08.21,00:00,Saturn,Uranus,Sextile,Sext,60.9223,357.4632,58.3855,Saturn-Uranus Sext
2025.08.22,00:00,Saturn,Uranus,Sextile,Sext,60.9004,357.4965,58.3969,Saturn-Uranus Sext
2025.08.23,00:00,Saturn,Uranus,Sextile,Sext,60.8784,357.5299,58.4083,Saturn-Uranus Sext
2025.08.24,00:00,Saturn,Uranus,Sextile,Sext,60.8565,357.5632,58.4197,Saturn-Uranus Sext
2025.08.25,00:00,Saturn,Uranus,Sextile,Sext,60.8345,357.5965,58.4311,Saturn-Uranus Sext
2025.08.26,00:00,Saturn,Uranus,Sextile,Sext,60.8126,357.6299,58.4425,Saturn-Uranus Sext
2025.08.27,00:00,Saturn,Uranus,Sextile,Sext,60.7906,357.6632,58.4539,Saturn-Uranus Sext
2025.08.28,00:00,Saturn,Uranus,Sextile,Sext,60.7687,357.6966,58.4653,Saturn-Uranus Sext
2025.08.29,00:00,Saturn,Uranus,Sextile,Sext,60.7467,357.7300,58.4767,Saturn-Uranus Sext
2025.08.30,00:00,Saturn,Uranus,Sextile,Sext,60.7247,357.7633,58.4881,Saturn-Uranus Sext
2025.08.31,00:00,Saturn,Uranus,Sextile,Sext,60.7028,357.7967,58.4994,Saturn-Uranus Sext
2025.09.01,00:00,Saturn,Uranus,Sextile,Sext,60.6808,357.8301,58.5108,Saturn-Uranus Sext
2025.09.02,00:00,Saturn,Uranus,Sextile,Sext,60.6588,357.8634,58.5222,Saturn-Uranus Sext
2025.09.03,00:00,Saturn,Uranus,Sextile,Sext,60.6369,357.8968,58.5336,Saturn-Uranus Sext
2025.09.04,00:00,Saturn,Uranus,Sextile,Sext,60.6149,357.9302,58.5450,Saturn-Uranus Sext
2025.09.05,00:00,Saturn,Uranus,Sextile,Sext,60.5929,357.9635,58.5564,Saturn-Uranus Sext
2025.09.06,00:00,Saturn,Uranus,Sextile,Sext,60.5709,357.9969,58.5678,Saturn-Uranus Sext
2025.09.07,00:00,Saturn,Uranus,Sextile,Sext,60.5490,358.0303,58.5792,Saturn-Uranus Sext
2025.09.08,00:00,Saturn,Uranus,Sextile,Sext,60.5270,358.0637,58.5906,Saturn-Uranus Sext
2025.09.09,00:00,Saturn,Uranus,Sextile,Sext,60.5050,358.0970,58.6020,Saturn-Uranus Sext
2025.09.10,00:00,Saturn,Uranus,Sextile,Sext,60.4830,358.1304,58.6134,Saturn-Uranus Sext
2025.09.11,00:00,Saturn,Uranus,Sextile,Sext,60.4610,358.1638,58.6248,Saturn-Uranus Sext
2025.09.12,00:00,Saturn,Uranus,Sextile,Sext,60.4390,358.1972,58.6362,Saturn-Uranus Sext
2025.09.13,00:00,Saturn,Uranus,Sextile,Sext,60.4170,358.2306,58.6476,Saturn-Uranus Sext
2025.09.14,00:00,Saturn,Uranus,Sextile,Sext,60.3950,358.2640,58.6590,Saturn-Uranus Sext
2025.09.15,00:00,Saturn,Uranus,Sextile,Sext,60.3731,358.2974,58.6704,Saturn-Uranus Sext
2025.09.16,00:00,Saturn,Uranus,Sextile,Sext,60.3511,358.3307,58.6818,Saturn-Uranus Sext
2025.09.17,00:00,Saturn,Uranus,Sextile,Sext,60.3291,358.3642,58.6932,Saturn-Uranus Sext
2025.09.18,00:00,Saturn,Uranus,Sextile,Sext,60.3071,358.3975,58.7046,Saturn-Uranus Sext
2025.09.19,00:00,Saturn,Uranus,Sextile,Sext,60.2851,358.4310,58.7160,Saturn-Uranus Sext
2025.09.20,00:00,Saturn,Uranus,Sextile,Sext,60.2630,358.4644,58.7274,Saturn-Uranus Sext
2025.09.21,00:00,Saturn,Uranus,Sextile,Sext,60.2411,358.4978,58.7388,Saturn-Uranus Sext
2025.09.22,00:00,Saturn,Uranus,Sextile,Sext,60.2190,358.5312,58.7502,Saturn-Uranus Sext
2025.09.23,00:00,Saturn,Uranus,Sextile,Sext,60.1970,358.5646,58.7616,Saturn-Uranus Sext
2025.09.24,00:00,Saturn,Uranus,Sextile,Sext,60.1750,358.5980,58.7730,Saturn-Uranus Sext
2025.09.25,00:00,Saturn,Uranus,Sextile,Sext,60.1530,358.6314,58.7844,Saturn-Uranus Sext
2025.09.26,00:00,Saturn,Uranus,Sextile,Sext,60.1310,358.6648,58.7958,Saturn-Uranus Sext
2025.09.27,00:00,Saturn,Uranus,Sextile,Sext,60.1090,358.6982,58.8072,Saturn-Uranus Sext
2025.09.28,00:00,Saturn,Uranus,Sextile,Sext,60.0870,358.7316,58.8186,Saturn-Uranus Sext
2025.09.29,00:00,Saturn,Uranus,Sextile,Sext,60.0649,358.7651,58.8300,Saturn-Uranus Sext
2025.09.30,00:00,Saturn,Uranus,Sextile,Sext,60.0429,358.7985,58.8414,Saturn-Uranus Sext
2025.10.01,00:00,Saturn,Uranus,Sextile,Sext,60.0209,358.8319,58.8528,Saturn-Uranus Sext
2025.10.02,00:00,Saturn,Uranus,Sextile,Sext,59.9989,358.8654,58.8642,Saturn-Uranus Sext
2025.10.03,00:00,Saturn,Uranus,Sextile,Sext,59.9768,358.8988,58.8756,Saturn-Uranus Sext
2025.10.04,00:00,Saturn,Uranus,Sextile,Sext,59.9548,358.9322,58.8870,Saturn-Uranus Sext
2025.10.05,00:00,Saturn,Uranus,Sextile,Sext,59.9327,358.9657,58.8984,Saturn-Uranus Sext
2025.10.06,00:00,Saturn,Uranus,Sextile,Sext,59.9107,358.9991,58.9098,Saturn-Uranus Sext
2025.10.07,00:00,Saturn,Uranus,Sextile,Sext,59.8887,359.0325,58.9212,Saturn-Uranus Sext
2025.10.08,00:00,Saturn,Uranus,Sextile,Sext,59.8667,359.0660,58.9326,Saturn-Uranus Sext
2025.10.09,00:00,Saturn,Uranus,Sextile,Sext,59.8446,359.0994,58.9440,Saturn-Uranus Sext
2025.10.10,00:00,Saturn,Uranus,Sextile,Sext,59.8226,359.1329,58.9554,Saturn-Uranus Sext
2025.10.11,00:00,Saturn,Uranus,Sextile,Sext,59.8005,359.1663,58.9668,Saturn-Uranus Sext
2025.10.12,00:00,Saturn,Uranus,Sextile,Sext,59.7785,359.1998,58.9782,Saturn-Uranus Sext
2025.10.13,00:00,Saturn,Uranus,Sextile,Sext,59.7564,359.2332,58.9896,Saturn-Uranus Sext
2025.10.14,00:00,Saturn,Uranus,Sextile,Sext,59.7344,359.2667,59.0011,Saturn-Uranus Sext
2025.10.15,00:00,Saturn,Uranus,Sextile,Sext,59.7123,359.3001,59.0125,Saturn-Uranus Sext
2025.10.16,00:00,Saturn,Uranus,Sextile,Sext,59.6903,359.3336,59.0239,Saturn-Uranus Sext
2025.10.17,00:00,Saturn,Uranus,Sextile,Sext,59.6682,359.3670,59.0353,Saturn-Uranus Sext
2025.10.18,00:00,Saturn,Uranus,Sextile,Sext,59.6462,359.4005,59.0467,Saturn-Uranus Sext
2025.10.19,00:00,Saturn,Uranus,Sextile,Sext,59.6241,359.4340,59.0581,Saturn-Uranus Sext
2025.10.20,00:00,Saturn,Uranus,Sextile,Sext,59.6020,359.4674,59.0695,Saturn-Uranus Sext
2025.10.21,00:00,Saturn,Uranus,Sextile,Sext,59.5800,359.5009,59.0809,Saturn-Uranus Sext
2025.10.22,00:00,Saturn,Uranus,Sextile,Sext,59.5579,359.5344,59.0923,Saturn-Uranus Sext
2025.10.23,00:00,Saturn,Uranus,Sextile,Sext,59.5358,359.5679,59.1037,Saturn-Uranus Sext
2025.10.24,00:00,Saturn,Uranus,Sextile,Sext,59.5138,359.6013,59.1151,Saturn-Uranus Sext
2025.10.25,00:00,Saturn,Uranus,Sextile,Sext,59.4917,359.6348,59.1265,Saturn-Uranus Sext
2025.10.26,00:00,Saturn,Uranus,Sextile,Sext,59.4696,359.6683,59.1379,Saturn-Uranus Sext
2025.10.27,00:00,Saturn,Uranus,Sextile,Sext,59.4475,359.7018,59.1493,Saturn-Uranus Sext
2025.10.28,00:00,Saturn,Uranus,Sextile,Sext,59.4255,359.7353,59.1607,Saturn-Uranus Sext
2025.10.29,00:00,Saturn,Uranus,Sextile,Sext,59.4034,359.7687,59.1721,Saturn-Uranus Sext
2025.10.30,00:00,Saturn,Uranus,Sextile,Sext,59.3813,359.8022,59.1835,Saturn-Uranus Sext
2025.10.31,00:00,Saturn,Uranus,Sextile,Sext,59.3592,359.8357,59.1950,Saturn-Uranus Sext
2025.11.01,00:00,Saturn,Uranus,Sextile,Sext,59.3371,359.8692,59.2064,Saturn-Uranus Sext
2025.11.02,00:00,Saturn,Uranus,Sextile,Sext,59.3150,359.9027,59.2178,Saturn-Uranus Sext
2025.11.03,00:00,Saturn,Uranus,Sextile,Sext,59.2930,359.9362,59.2292,Saturn-Uranus Sext
2025.11.04,00:00,Saturn,Uranus,Sextile,Sext,59.2709,359.9697,59.2406,Saturn-Uranus Sext
2025.11.05,00:00,Saturn,Uranus,Sextile,Sext,59.2488,0.0032,59.2520,Saturn-Uranus Sext
2025.11.06,00:00,Saturn,Uranus,Sextile,Sext,59.2267,0.0367,59.2634,Saturn-Uranus Sext
2025.11.06,00:00,Saturn,Neptune,Conjunction,Conj,0.9809,0.0367,1.0176,Saturn-Neptune Conj
2025.11.07,00:00,Saturn,Uranus,Sextile,Sext,59.2046,0.0702,59.2748,Saturn-Uranus Sext
2025.11.07,00:00,Saturn,Neptune,Conjunction,Conj,0.9535,0.0702,1.0237,Saturn-Neptune Conj
2025.11.08,00:00,Saturn,Uranus,Sextile,Sext,59.1825,0.1037,59.2862,Saturn-Uranus Sext
2025.11.08,00:00,Saturn,Neptune,Conjunction,Conj,0.9261,0.1037,1.0298,Saturn-Neptune Conj
2025.11.09,00:00,Saturn,Uranus,Sextile,Sext,59.1604,0.1372,59.2976,Saturn-Uranus Sext
2025.11.09,00:00,Saturn,Neptune,Conjunction,Conj,0.8987,0.1372,1.0359,Saturn-Neptune Conj
2025.11.10,00:00,Saturn,Uranus,Sextile,Sext,59.1383,0.1708,59.3090,Saturn-Uranus Sext
2025.11.10,00:00,Saturn,Neptune,Conjunction,Conj,0.8713,0.1708,1.0420,Saturn-Neptune Conj
2025.11.11,00:00,Saturn,Uranus,Sextile,Sext,59.1162,0.2043,59.3204,Saturn-Uranus Sext
2025.11.11,00:00,Saturn,Neptune,Conjunction,Conj,0.8438,0.2043,1.0481,Saturn-Neptune Conj
2025.11.12,00:00,Saturn,Uranus,Sextile,Sext,59.0941,0.2378,59.3319,Saturn-Uranus Sext
2025.11.12,00:00,Saturn,Neptune,Conjunction,Conj,0.8164,0.2378,1.0542,Saturn-Neptune Conj
2025.11.13,00:00,Saturn,Uranus,Sextile,Sext,59.0720,0.2713,59.3433,Saturn-Uranus Sext
2025.11.13,00:00,Saturn,Neptune,Conjunction,Conj,0.7890,0.2713,1.0603,Saturn-Neptune Conj
2025.11.14,00:00,Saturn,Uranus,Sextile,Sext,59.0499,0.3048,59.3547,Saturn-Uranus Sext
2025.11.14,00:00,Saturn,Neptune,Conjunction,Conj,0.7616,0.3048,1.0664,Saturn-Neptune Conj
2025.11.15,00:00,Saturn,Uranus,Sextile,Sext,59.0277,0.3383,59.3661,Saturn-Uranus Sext
2025.11.15,00:00,Saturn,Neptune,Conjunction,Conj,0.7341,0.3383,1.0725,Saturn-Neptune Conj
2025.11.16,00:00,Saturn,Uranus,Sextile,Sext,59.0056,0.3719,59.3775,Saturn-Uranus Sext
2025.11.16,00:00,Saturn,Neptune,Conjunction,Conj,0.7067,0.3719,1.0786,Saturn-Neptune Conj
2025.11.17,00:00,Saturn,Neptune,Conjunction,Conj,0.6793,0.4054,1.0847,Saturn-Neptune Conj
2025.11.18,00:00,Saturn,Neptune,Conjunction,Conj,0.6518,0.4389,1.0908,Saturn-Neptune Conj
2025.11.19,00:00,Saturn,Neptune,Conjunction,Conj,0.6244,0.4725,1.0969,Saturn-Neptune Conj
2025.11.20,00:00,Saturn,Neptune,Conjunction,Conj,0.5970,0.5060,1.1030,Saturn-Neptune Conj
2025.11.21,00:00,Saturn,Neptune,Conjunction,Conj,0.5695,0.5395,1.1090,Saturn-Neptune Conj
2025.11.22,00:00,Saturn,Neptune,Conjunction,Conj,0.5421,0.5731,1.1151,Saturn-Neptune Conj
2025.11.23,00:00,Saturn,Neptune,Conjunction,Conj,0.5146,0.6066,1.1212,Saturn-Neptune Conj
2025.11.24,00:00,Saturn,Neptune,Conjunction,Conj,0.4872,0.6401,1.1273,Saturn-Neptune Conj
2025.11.25,00:00,Saturn,Neptune,Conjunction,Conj,0.4597,0.6737,1.1334,Saturn-Neptune Conj
2025.11.26,00:00,Saturn,Neptune,Conjunction,Conj,0.4323,0.7072,1.1395,Saturn-Neptune Conj
2025.11.27,00:00,Saturn,Neptune,Conjunction,Conj,0.4048,0.7408,1.1456,Saturn-Neptune Conj
2025.11.28,00:00,Saturn,Neptune,Conjunction,Conj,0.3774,0.7743,1.1517,Saturn-Neptune Conj
2025.11.29,00:00,Saturn,Neptune,Conjunction,Conj,0.3499,0.8079,1.1578,Saturn-Neptune Conj
2025.11.30,00:00,Saturn,Neptune,Conjunction,Conj,0.3225,0.8414,1.1639,Saturn-Neptune Conj
2025.12.01,00:00,Saturn,Neptune,Conjunction,Conj,0.2950,0.8750,1.1700,Saturn-Neptune Conj
2025.12.02,00:00,Saturn,Neptune,Conjunction,Conj,0.2675,0.9086,1.1761,Saturn-Neptune Conj
2025.12.03,00:00,Saturn,Neptune,Conjunction,Conj,0.2401,0.9421,1.1822,Saturn-Neptune Conj
2025.12.04,00:00,Saturn,Neptune,Conjunction,Conj,0.2126,0.9757,1.1883,Saturn-Neptune Conj
2025.12.05,00:00,Saturn,Neptune,Conjunction,Conj,0.1851,1.0092,1.1944,Saturn-Neptune Conj
2025.12.06,00:00,Saturn,Neptune,Conjunction,Conj,0.1577,1.0428,1.2005,Saturn-Neptune Conj
2025.12.07,00:00,Saturn,Neptune,Conjunction,Conj,0.1302,1.0764,1.2066,Saturn-Neptune Conj
2025.12.08,00:00,Saturn,Neptune,Conjunction,Conj,0.1027,1.1100,1.2127,Saturn-Neptune Conj
2025.12.09,00:00,Saturn,Neptune,Conjunction,Conj,0.0752,1.1435,1.2188,Saturn-Neptune Conj
2025.12.10,00:00,Saturn,Neptune,Conjunction,Conj,0.0477,1.1771,1.2249,Saturn-Neptune Conj
2025.12.11,00:00,Saturn,Neptune,Conjunction,Conj,0.0203,1.2107,1.2309,Saturn-Neptune Conj
2025.12.12,00:00,Saturn,Neptune,Conjunction,Conj,0.0072,1.2443,1.2370,Saturn-Neptune Conj
2025.12.13,00:00,Saturn,Neptune,Conjunction,Conj,0.0347,1.2778,1.2431,Saturn-Neptune Conj
2025.12.14,00:00,Saturn,Neptune,Conjunction,Conj,0.0622,1.3114,1.2492,Saturn-Neptune Conj
2025.12.15,00:00,Saturn,Neptune,Conjunction,Conj,0.0897,1.3450,1.2553,Saturn-Neptune Conj
2025.12.16,00:00,Saturn,Neptune,Conjunction,Conj,0.1172,1.3786,1.2614,Saturn-Neptune Conj
2025.12.17,00:00,Saturn,Neptune,Conjunction,Conj,0.1447,1.4122,1.2675,Saturn-Neptune Conj
2025.12.18,00:00,Saturn,Neptune,Conjunction,Conj,0.1722,1.4458,1.2736,Saturn-Neptune Conj
2025.12.19,00:00,Saturn,Neptune,Conjunction,Conj,0.1997,1.4794,1.2797,Saturn-Neptune Conj
2025.12.20,00:00,Saturn,Neptune,Conjunction,Conj,0.2272,1.5130,1.2858,Saturn-Neptune Conj
2025.12.21,00:00,Saturn,Neptune,Conjunction,Conj,0.2547,1.5466,1.2919,Saturn-Neptune Conj
2025.12.22,00:00,Saturn,Neptune,Conjunction,Conj,0.2822,1.5802,1.2980,Saturn-Neptune Conj
2025.12.23,00:00,Saturn,Neptune,Conjunction,Conj,0.3097,1.6138,1.3041,Saturn-Neptune Conj
2025.12.24,00:00,Saturn,Neptune,Conjunction,Conj,0.3372,1.6474,1.3102,Saturn-Neptune Conj
2025.12.25,00:00,Saturn,Neptune,Conjunction,Conj,0.3647,1.6810,1.3163,Saturn-Neptune Conj
2025.12.26,00:00,Saturn,Neptune,Conjunction,Conj,0.3923,1.7146,1.3224,Saturn-Neptune Conj
2025.12.27,00:00,Saturn,Neptune,Conjunction,Conj,0.4198,1.7482,1.3285,Saturn-Neptune Conj
2025.12.28,00:00,Saturn,Neptune,Conjunction,Conj,0.4473,1.7818,1.3346,Saturn-Neptune Conj
2025.12.29,00:00,Saturn,Neptune,Conjunction,Conj,0.4748,1.8155,1.3407,Saturn-Neptune Conj
2025.12.30,00:00,Saturn,Neptune,Conjunction,Conj,0.5023,1.8491,1.3467,Saturn-Neptune Conj
2025.12.31,00:00,Saturn,Neptune,Conjunction,Conj,0.5299,1.8827,1.3528,Saturn-Neptune Conj
2026.01.01,00:00,Saturn,Neptune,Conjunction,Conj,0.5574,1.9163,1.3589,Saturn-Neptune Conj
2026.01.02,00:00,Saturn,Neptune,Conjunction,Conj,0.5849,1.9500,1.3650,Saturn-Neptune Conj
2026.01.03,00:00,Saturn,Neptune,Conjunction,Conj,0.6125,1.9836,1.3711,Saturn-Neptune Conj
2026.01.04,00:00,Saturn,Neptune,Conjunction,Conj,0.6400,2.0172,1.3772,Saturn-Neptune Conj
2026.01.05,00:00,Saturn,Neptune,Conjunction,Conj,0.6675,2.0508,1.3833,Saturn-Neptune Conj
2026.01.06,00:00,Saturn,Neptune,Conjunction,Conj,0.6951,2.0845,1.3894,Saturn-Neptune Conj
2026.01.07,00:00,Saturn,Neptune,Conjunction,Conj,0.7226,2.1181,1.3955,Saturn-Neptune Conj
2026.01.08,00:00,Saturn,Neptune,Conjunction,Conj,0.7502,2.1518,1.4016,Saturn-Neptune Conj
2026.01.09,00:00,Saturn,Neptune,Conjunction,Conj,0.7777,2.1854,1.4077,Saturn-Neptune Conj
2026.01.10,00:00,Saturn,Neptune,Conjunction,Conj,0.8053,2.2190,1.4138,Saturn-Neptune Conj
2026.01.11,00:00,Saturn,Neptune,Conjunction,Conj,0.8328,2.2527,1.4199,Saturn-Neptune Conj
2026.01.12,00:00,Saturn,Neptune,Conjunction,Conj,0.8604,2.2863,1.4260,Saturn-Neptune Conj
2026.01.13,00:00,Saturn,Neptune,Conjunction,Conj,0.8879,2.3200,1.4321,Saturn-Neptune Conj
2026.01.14,00:00,Saturn,Neptune,Conjunction,Conj,0.9155,2.3536,1.4382,Saturn-Neptune Conj
2026.01.15,00:00,Saturn,Neptune,Conjunction,Conj,0.9430,2.3873,1.4443,Saturn-Neptune Conj
2026.01.15,00:00,Saturn,Pluto,Sextile,Sext,59.0005,2.3873,303.3868,Saturn-Pluto Sext
2026.01.16,00:00,Saturn,Neptune,Conjunction,Conj,0.9706,2.4209,1.4504,Saturn-Neptune Conj
2026.01.16,00:00,Saturn,Pluto,Sextile,Sext,59.0295,2.4209,303.3914,Saturn-Pluto Sext
2026.01.17,00:00,Saturn,Neptune,Conjunction,Conj,0.9982,2.4546,1.4564,Saturn-Neptune Conj
2026.01.17,00:00,Saturn,Pluto,Sextile,Sext,59.0586,2.4546,303.3960,Saturn-Pluto Sext
2026.01.18,00:00,Saturn,Pluto,Sextile,Sext,59.0876,2.4883,303.4006,Saturn-Pluto Sext
2026.01.19,00:00,Saturn,Pluto,Sextile,Sext,59.1167,2.5219,303.4053,Saturn-Pluto Sext
2026.01.20,00:00,Saturn,Pluto,Sextile,Sext,59.1457,2.5556,303.4099,Saturn-Pluto Sext
2026.01.21,00:00,Saturn,Pluto,Sextile,Sext,59.1748,2.5893,303.4145,Saturn-Pluto Sext
2026.01.22,00:00,Saturn,Pluto,Sextile,Sext,59.2038,2.6229,303.4191,Saturn-Pluto Sext
2026.01.23,00:00,Saturn,Pluto,Sextile,Sext,59.2329,2.6566,303.4237,Saturn-Pluto Sext
2026.01.24,00:00,Saturn,Pluto,Sextile,Sext,59.2619,2.6903,303.4283,Saturn-Pluto Sext
2026.01.25,00:00,Saturn,Pluto,Sextile,Sext,59.2910,2.7239,303.4330,Saturn-Pluto Sext
2026.01.26,00:00,Saturn,Pluto,Sextile,Sext,59.3200,2.7576,303.4376,Saturn-Pluto Sext
2026.01.27,00:00,Saturn,Pluto,Sextile,Sext,59.3491,2.7913,303.4422,Saturn-Pluto Sext
2026.01.28,00:00,Saturn,Pluto,Sextile,Sext,59.3782,2.8250,303.4468,Saturn-Pluto Sext
2026.01.29,00:00,Saturn,Pluto,Sextile,Sext,59.4072,2.8587,303.4514,Saturn-Pluto Sext
2026.01.30,00:00,Saturn,Pluto,Sextile,Sext,59.4363,2.8924,303.4560,Saturn-Pluto Sext
2026.01.31,00:00,Saturn,Pluto,Sextile,Sext,59.4654,2.9260,303.4607,Saturn-Pluto Sext
2026.02.01,00:00,Saturn,Pluto,Sextile,Sext,59.4945,2.9597,303.4653,Saturn-Pluto Sext
2026.02.02,00:00,Saturn,Pluto,Sextile,Sext,59.5236,2.9934,303.4699,Saturn-Pluto Sext
2026.02.03,00:00,Saturn,Pluto,Sextile,Sext,59.5526,3.0271,303.4745,Saturn-Pluto Sext
2026.02.04,00:00,Saturn,Pluto,Sextile,Sext,59.5817,3.0608,303.4791,Saturn-Pluto Sext
2026.02.05,00:00,Saturn,Pluto,Sextile,Sext,59.6108,3.0945,303.4837,Saturn-Pluto Sext
2026.02.06,00:00,Saturn,Pluto,Sextile,Sext,59.6399,3.1282,303.4883,Saturn-Pluto Sext
2026.02.07,00:00,Saturn,Pluto,Sextile,Sext,59.6690,3.1619,303.4930,Saturn-Pluto Sext
2026.02.08,00:00,Saturn,Pluto,Sextile,Sext,59.6981,3.1956,303.4976,Saturn-Pluto Sext
2026.02.09,00:00,Saturn,Pluto,Sextile,Sext,59.7271,3.2293,303.5022,Saturn-Pluto Sext
2026.02.10,00:00,Saturn,Pluto,Sextile,Sext,59.7562,3.2630,303.5068,Saturn-Pluto Sext
2026.02.11,00:00,Saturn,Pluto,Sextile,Sext,59.7854,3.2968,303.5114,Saturn-Pluto Sext
2026.02.12,00:00,Saturn,Pluto,Sextile,Sext,59.8145,3.3305,303.5160,Saturn-Pluto Sext
2026.02.13,00:00,Saturn,Pluto,Sextile,Sext,59.8436,3.3642,303.5206,Saturn-Pluto Sext
2026.02.14,00:00,Saturn,Pluto,Sextile,Sext,59.8727,3.3979,303.5252,Saturn-Pluto Sext
2026.02.15,00:00,Saturn,Pluto,Sextile,Sext,59.9018,3.4316,303.5299,Saturn-Pluto Sext
2026.02.16,00:00,Saturn,Pluto,Sextile,Sext,59.9309,3.4653,303.5345,Saturn-Pluto Sext
2026.02.17,00:00,Saturn,Pluto,Sextile,Sext,59.9600,3.4991,303.5391,Saturn-Pluto Sext
2026.02.18,00:00,Saturn,Pluto,Sextile,Sext,59.9891,3.5328,303.5437,Saturn-Pluto Sext
2026.02.19,00:00,Saturn,Pluto,Sextile,Sext,60.0182,3.5665,303.5483,Saturn-Pluto Sext
2026.02.20,00:00,Saturn,Pluto,Sextile,Sext,60.0473,3.6003,303.5529,Saturn-Pluto Sext
2026.02.21,00:00,Saturn,Pluto,Sextile,Sext,60.0764,3.6340,303.5575,Saturn-Pluto Sext
2026.02.22,00:00,Saturn,Pluto,Sextile,Sext,60.1056,3.6677,303.5621,Saturn-Pluto Sext
2026.02.23,00:00,Saturn,Pluto,Sextile,Sext,60.1347,3.7015,303.5667,Saturn-Pluto Sext
2026.02.24,00:00,Saturn,Pluto,Sextile,Sext,60.1638,3.7352,303.5714,Saturn-Pluto Sext
2026.02.25,00:00,Saturn,Pluto,Sextile,Sext,60.1930,3.7689,303.5760,Saturn-Pluto Sext
2026.02.26,00:00,Saturn,Pluto,Sextile,Sext,60.2221,3.8027,303.5806,Saturn-Pluto Sext
2026.02.27,00:00,Saturn,Pluto,Sextile,Sext,60.2512,3.8364,303.5852,Saturn-Pluto Sext
2026.02.28,00:00,Saturn,Pluto,Sextile,Sext,60.2804,3.8702,303.5898,Saturn-Pluto Sext
2026.03.01,00:00,Saturn,Pluto,Sextile,Sext,60.3095,3.9039,303.5944,Saturn-Pluto Sext
2026.03.02,00:00,Saturn,Pluto,Sextile,Sext,60.3386,3.9377,303.5990,Saturn-Pluto Sext
2026.03.03,00:00,Saturn,Pluto,Sextile,Sext,60.3678,3.9714,303.6036,Saturn-Pluto Sext
2026.03.04,00:00,Saturn,Pluto,Sextile,Sext,60.3970,4.0052,303.6082,Saturn-Pluto Sext
2026.03.05,00:00,Saturn,Pluto,Sextile,Sext,60.4261,4.0390,303.6129,Saturn-Pluto Sext
2026.03.06,00:00,Saturn,Pluto,Sextile,Sext,60.4552,4.0727,303.6175,Saturn-Pluto Sext
2026.03.07,00:00,Saturn,Pluto,Sextile,Sext,60.4844,4.1065,303.6221,Saturn-Pluto Sext
2026.03.08,00:00,Saturn,Pluto,Sextile,Sext,60.5136,4.1403,303.6267,Saturn-Pluto Sext
2026.03.09,00:00,Saturn,Pluto,Sextile,Sext,60.5427,4.1740,303.6313,Saturn-Pluto Sext
2026.03.10,00:00,Saturn,Pluto,Sextile,Sext,60.5719,4.2078,303.6359,Saturn-Pluto Sext
2026.03.11,00:00,Saturn,Pluto,Sextile,Sext,60.6010,4.2416,303.6405,Saturn-Pluto Sext
2026.03.12,00:00,Saturn,Pluto,Sextile,Sext,60.6302,4.2753,303.6451,Saturn-Pluto Sext
2026.03.13,00:00,Saturn,Pluto,Sextile,Sext,60.6594,4.3091,303.6497,Saturn-Pluto Sext
2026.03.14,00:00,Saturn,Pluto,Sextile,Sext,60.6886,4.3429,303.6543,Saturn-Pluto Sext
2026.03.15,00:00,Saturn,Pluto,Sextile,Sext,60.7177,4.3767,303.6590,Saturn-Pluto Sext
2026.03.16,00:00,Saturn,Pluto,Sextile,Sext,60.7469,4.4105,303.6635,Saturn-Pluto Sext
2026.03.17,00:00,Saturn,Pluto,Sextile,Sext,60.7761,4.4442,303.6682,Saturn-Pluto Sext
2026.03.18,00:00,Saturn,Pluto,Sextile,Sext,60.8052,4.4780,303.6728,Saturn-Pluto Sext
2026.03.19,00:00,Saturn,Pluto,Sextile,Sext,60.8344,4.5118,303.6774,Saturn-Pluto Sext
2026.03.20,00:00,Saturn,Pluto,Sextile,Sext,60.8636,4.5456,303.6820,Saturn-Pluto Sext
2026.03.21,00:00,Saturn,Pluto,Sextile,Sext,60.8928,4.5794,303.6866,Saturn-Pluto Sext
2026.03.22,00:00,Saturn,Pluto,Sextile,Sext,60.9220,4.6132,303.6912,Saturn-Pluto Sext
2026.03.23,00:00,Saturn,Pluto,Sextile,Sext,60.9512,4.6470,303.6958,Saturn-Pluto Sext
2026.03.24,00:00,Saturn,Pluto,Sextile,Sext,60.9804,4.6808,303.7004,Saturn-Pluto Sext
2026.03.28,00:00,Uranus,Neptune,Sextile,Sext,59.0022,60.8853,1.8830,Uranus-Neptune Sext
2026.03.29,00:00,Uranus,Neptune,Sextile,Sext,59.0076,60.8967,1.8891,Uranus-Neptune Sext
2026.03.30,00:00,Uranus,Neptune,Sextile,Sext,59.0129,60.9081,1.8952,Uranus-Neptune Sext
2026.03.31,00:00,Uranus,Neptune,Sextile,Sext,59.0182,60.9196,1.9013,Uranus-Neptune Sext
2026.04.01,00:00,Uranus,Neptune,Sextile,Sext,59.0236,60.9310,1.9074,Uranus-Neptune Sext
2026.04.02,00:00,Uranus,Neptune,Sextile,Sext,59.0289,60.9424,1.9135,Uranus-Neptune Sext
