date,time,planet1,planet2,aspect,aspect_abbrev,angle,planet1_lon,planet2_lon,description
2035.12.23,00:00,Jupiter,Pluto,Square,Sq,90.4992,49.6835,319.1842,Jupiter-Pluto Sq
2035.12.24,00:00,Jupiter,Pluto,Square,Sq,90.5853,49.7736,319.1883,Jupiter-Pluto Sq
2035.12.25,00:00,Jupiter,Pluto,Square,Sq,90.6713,49.8637,319.1924,Jupiter-Pluto Sq
2035.12.26,00:00,Jupiter,Pluto,Square,Sq,90.7573,49.9539,319.1965,Jupiter-Pluto Sq
2035.12.27,00:00,Jupiter,Pluto,Square,Sq,90.8434,50.0440,319.2006,Jupiter-Pluto Sq
2035.12.28,00:00,Jupiter,Pluto,Square,Sq,90.9294,50.1341,319.2047,Jupiter-Pluto Sq
2036.04.25,00:00,Saturn,Pluto,Opposition,Opp,179.0243,138.7155,319.6912,Saturn-Pluto Opp
2036.04.28,00:00,Saturn,Pluto,Opposition,Opp,179.1209,138.8243,319.7035,Saturn-Pluto Opp
2036.05.01,00:00,Saturn,Pluto,Opposition,Opp,179.2174,138.9331,319.7157,Saturn-Pluto Opp
2036.05.04,00:00,Saturn,Pluto,Opposition,Opp,179.3139,139.0419,319.7280,Saturn-Pluto Opp
2036.05.07,00:00,Saturn,Pluto,Opposition,Opp,179.4105,139.1507,319.7402,Saturn-Pluto Opp
2036.05.10,00:00,Saturn,Pluto,Opposition,Opp,179.5070,139.2594,319.7524,Saturn-Pluto Opp
2036.05.13,00:00,Saturn,Pluto,Opposition,Opp,179.6034,139.3681,319.7647,Saturn-Pluto Opp
2036.05.16,00:00,Saturn,Pluto,Opposition,Opp,179.6999,139.4768,319.7769,Saturn-Pluto Opp
2036.05.19,00:00,Saturn,Pluto,Opposition,Opp,179.7964,139.5855,319.7891,Saturn-Pluto Opp
2036.05.22,00:00,Saturn,Pluto,Opposition,Opp,179.8928,139.6942,319.8014,Saturn-Pluto Opp
2036.05.25,00:00,Saturn,Pluto,Opposition,Opp,179.9893,139.8029,319.8136,Saturn-Pluto Opp
2036.05.28,00:00,Saturn,Pluto,Opposition,Opp,179.9143,139.9115,319.8258,Saturn-Pluto Opp
2036.05.31,00:00,Saturn,Pluto,Opposition,Opp,179.8179,140.0201,319.8380,Saturn-Pluto Opp
2036.06.03,00:00,Saturn,Pluto,Opposition,Opp,179.7215,140.1287,319.8503,Saturn-Pluto Opp
2036.06.06,00:00,Saturn,Pluto,Opposition,Opp,179.6251,140.2373,319.8625,Saturn-Pluto Opp
2036.06.09,00:00,Saturn,Pluto,Opposition,Opp,179.5288,140.3459,319.8747,Saturn-Pluto Opp
2036.06.12,00:00,Saturn,Pluto,Opposition,Opp,179.4324,140.4545,319.8869,Saturn-Pluto Opp
2036.06.15,00:00,Saturn,Pluto,Opposition,Opp,179.3361,140.5631,319.8991,Saturn-Pluto Opp
2036.06.18,00:00,Saturn,Pluto,Opposition,Opp,179.2398,140.6716,319.9114,Saturn-Pluto Opp
2036.06.21,00:00,Saturn,Pluto,Opposition,Opp,179.1435,140.7801,319.9236,Saturn-Pluto Opp
2036.06.24,00:00,Saturn,Pluto,Opposition,Opp,179.0472,140.8886,319.9358,Saturn-Pluto Opp
2036.09.28,00:00,Saturn,Neptune,Trine,Trine,119.0249,144.3524,25.3275,Saturn-Neptune Trine
2036.10.01,00:00,Saturn,Neptune,Trine,Trine,119.1145,144.4604,25.3459,Saturn-Neptune Trine
2036.10.04,00:00,Saturn,Neptune,Trine,Trine,119.2041,144.5684,25.3643,Saturn-Neptune Trine
2036.10.07,00:00,Saturn,Neptune,Trine,Trine,119.2936,144.6763,25.3827,Saturn-Neptune Trine
2036.10.10,00:00,Saturn,Neptune,Trine,Trine,119.3832,144.7843,25.4011,Saturn-Neptune Trine
2036.10.13,00:00,Saturn,Neptune,Trine,Trine,119.4727,144.8922,25.4194,Saturn-Neptune Trine
2036.10.16,00:00,Saturn,Neptune,Trine,Trine,119.5622,145.0001,25.4378,Saturn-Neptune Trine
2036.10.19,00:00,Saturn,Neptune,Trine,Trine,119.6517,145.1080,25.4562,Saturn-Neptune Trine
2036.10.22,00:00,Saturn,Neptune,Trine,Trine,119.7412,145.2158,25.4746,Saturn-Neptune Trine
2036.10.25,00:00,Saturn,Neptune,Trine,Trine,119.8307,145.3237,25.4930,Saturn-Neptune Trine
2036.10.28,00:00,Saturn,Neptune,Trine,Trine,119.9201,145.4315,25.5114,Saturn-Neptune Trine
2036.10.31,00:00,Saturn,Neptune,Trine,Trine,120.0096,145.5393,25.5297,Saturn-Neptune Trine
2036.11.03,00:00,Saturn,Neptune,Trine,Trine,120.0990,145.6471,25.5481,Saturn-Neptune Trine
2036.11.06,00:00,Saturn,Neptune,Trine,Trine,120.1884,145.7549,25.5665,Saturn-Neptune Trine
2036.11.09,00:00,Saturn,Neptune,Trine,Trine,120.2778,145.8627,25.5849,Saturn-Neptune Trine
2036.11.12,00:00,Saturn,Neptune,Trine,Trine,120.3671,145.9704,25.6033,Saturn-Neptune Trine
2036.11.15,00:00,Saturn,Neptune,Trine,Trine,120.4565,146.0781,25.6217,Saturn-Neptune Trine
2036.11.18,00:00,Saturn,Neptune,Trine,Trine,120.5458,146.1859,25.6400,Saturn-Neptune Trine
2036.11.21,00:00,Saturn,Neptune,Trine,Trine,120.6351,146.2936,25.6584,Saturn-Neptune Trine
2036.11.24,00:00,Saturn,Neptune,Trine,Trine,120.7244,146.4012,25.6768,Saturn-Neptune Trine
2036.11.27,00:00,Jupiter,Pluto,Trine,Trine,119.2351,79.8044,320.5693,Jupiter-Pluto Trine
2036.11.27,00:00,Saturn,Neptune,Trine,Trine,120.8137,146.5089,25.6952,Saturn-Neptune Trine
2036.11.30,00:00,Jupiter,Pluto,Trine,Trine,119.4834,80.0649,320.5814,Jupiter-Pluto Trine
2036.11.30,00:00,Saturn,Neptune,Trine,Trine,120.9030,146.6166,25.7136,Saturn-Neptune Trine
2036.12.03,00:00,Jupiter,Pluto,Trine,Trine,119.7316,80.3252,320.5936,Jupiter-Pluto Trine
2036.12.03,00:00,Saturn,Neptune,Trine,Trine,120.9922,146.7242,25.7320,Saturn-Neptune Trine
2036.12.06,00:00,Jupiter,Pluto,Trine,Trine,119.9797,80.5855,320.6057,Jupiter-Pluto Trine
2036.12.09,00:00,Jupiter,Pluto,Trine,Trine,120.2278,80.8457,320.6179,Jupiter-Pluto Trine
2036.12.12,00:00,Jupiter,Pluto,Trine,Trine,120.4757,81.1057,320.6300,Jupiter-Pluto Trine
2036.12.15,00:00,Jupiter,Pluto,Trine,Trine,120.7235,81.3657,320.6422,Jupiter-Pluto Trine
2036.12.18,00:00,Jupiter,Pluto,Trine,Trine,120.9712,81.6255,320.6543,Jupiter-Pluto Trine
2037.01.29,00:00,Jupiter,Neptune,Sextile,Sext,59.1716,85.2528,26.0812,Jupiter-Neptune Sext
2037.02.01,00:00,Jupiter,Neptune,Sextile,Sext,59.4115,85.5111,26.0996,Jupiter-Neptune Sext
2037.02.04,00:00,Jupiter,Neptune,Sextile,Sext,59.6513,85.7693,26.1179,Jupiter-Neptune Sext
2037.02.07,00:00,Jupiter,Neptune,Sextile,Sext,59.8911,86.0274,26.1363,Jupiter-Neptune Sext
2037.02.10,00:00,Jupiter,Neptune,Sextile,Sext,60.1307,86.2854,26.1547,Jupiter-Neptune Sext
2037.02.13,00:00,Jupiter,Neptune,Sextile,Sext,60.3702,86.5433,26.1731,Jupiter-Neptune Sext
2037.02.16,00:00,Jupiter,Neptune,Sextile,Sext,60.6096,86.8011,26.1915,Jupiter-Neptune Sext
2037.02.19,00:00,Jupiter,Neptune,Sextile,Sext,60.8489,87.0588,26.2098,Jupiter-Neptune Sext
2037.03.21,00:00,Jupiter,Saturn,Sextile,Sext,60.9576,89.6299,150.5875,Jupiter-Saturn Sext
2037.03.24,00:00,Jupiter,Saturn,Sextile,Sext,60.8081,89.8864,150.6945,Jupiter-Saturn Sext
2037.03.27,00:00,Jupiter,Saturn,Sextile,Sext,60.6586,90.1429,150.8015,Jupiter-Saturn Sext
2037.03.30,00:00,Jupiter,Saturn,Sextile,Sext,60.5093,90.3992,150.9085,Jupiter-Saturn Sext
2037.04.02,00:00,Jupiter,Saturn,Sextile,Sext,60.3600,90.6554,151.0154,Jupiter-Saturn Sext
2037.04.05,00:00,Jupiter,Saturn,Sextile,Sext,60.2108,90.9115,151.1223,Jupiter-Saturn Sext
2037.04.08,00:00,Jupiter,Saturn,Sextile,Sext,60.0617,91.1675,151.2292,Jupiter-Saturn Sext
2037.04.11,00:00,Jupiter,Saturn,Sextile,Sext,59.9127,91.4235,151.3361,Jupiter-Saturn Sext
2037.04.14,00:00,Jupiter,Saturn,Sextile,Sext,59.7637,91.6793,151.4430,Jupiter-Saturn Sext
2037.04.17,00:00,Jupiter,Saturn,Sextile,Sext,59.6149,91.9350,151.5498,Jupiter-Saturn Sext
2037.04.20,00:00,Jupiter,Saturn,Sextile,Sext,59.4661,92.1905,151.6567,Jupiter-Saturn Sext
2037.04.23,00:00,Jupiter,Saturn,Sextile,Sext,59.3175,92.4460,151.7635,Jupiter-Saturn Sext
2037.04.26,00:00,Jupiter,Saturn,Sextile,Sext,59.1689,92.7014,151.8703,Jupiter-Saturn Sext
2037.04.29,00:00,Jupiter,Saturn,Sextile,Sext,59.0204,92.9567,151.9771,Jupiter-Saturn Sext
2037.11.25,00:00,Jupiter,Uranus,Conjunction,Conj,0.9839,110.5638,111.5478,Jupiter-Uranus Conj
2037.11.28,00:00,Jupiter,Uranus,Conjunction,Conj,0.7733,110.8117,111.5850,Jupiter-Uranus Conj
2037.12.01,00:00,Jupiter,Uranus,Conjunction,Conj,0.5628,111.0594,111.6222,Jupiter-Uranus Conj
2037.12.04,00:00,Jupiter,Uranus,Conjunction,Conj,0.3523,111.3070,111.6593,Jupiter-Uranus Conj
2037.12.07,00:00,Jupiter,Uranus,Conjunction,Conj,0.1420,111.5546,111.6965,Jupiter-Uranus Conj
2037.12.10,00:00,Jupiter,Uranus,Conjunction,Conj,0.0682,111.8020,111.7337,Jupiter-Uranus Conj
2037.12.13,00:00,Jupiter,Uranus,Conjunction,Conj,0.2784,112.0493,111.7709,Jupiter-Uranus Conj
2037.12.16,00:00,Jupiter,Uranus,Conjunction,Conj,0.4884,112.2965,111.8081,Jupiter-Uranus Conj
2037.12.19,00:00,Jupiter,Uranus,Conjunction,Conj,0.6983,112.5436,111.8453,Jupiter-Uranus Conj
2037.12.22,00:00,Jupiter,Uranus,Conjunction,Conj,0.9081,112.7907,111.8825,Jupiter-Uranus Conj
2038.02.17,00:00,Jupiter,Neptune,Square,Sq,89.0321,117.4649,28.4328,Jupiter-Neptune Sq
2038.02.20,00:00,Jupiter,Neptune,Square,Sq,89.2588,117.7099,28.4512,Jupiter-Neptune Sq
2038.02.23,00:00,Jupiter,Neptune,Square,Sq,89.4853,117.9548,28.4695,Jupiter-Neptune Sq
2038.02.26,00:00,Jupiter,Neptune,Square,Sq,89.7118,118.1997,28.4879,Jupiter-Neptune Sq
2038.03.01,00:00,Jupiter,Neptune,Square,Sq,89.9381,118.4444,28.5063,Jupiter-Neptune Sq
2038.03.04,00:00,Jupiter,Neptune,Square,Sq,90.1644,118.6890,28.5246,Jupiter-Neptune Sq
2038.03.07,00:00,Jupiter,Neptune,Square,Sq,90.3905,118.9335,28.5430,Jupiter-Neptune Sq
2038.03.10,00:00,Jupiter,Neptune,Square,Sq,90.6166,119.1779,28.5613,Jupiter-Neptune Sq
2038.03.13,00:00,Jupiter,Neptune,Square,Sq,90.8426,119.4223,28.5797,Jupiter-Neptune Sq
2038.12.29,00:00,Jupiter,Pluto,Opposition,Opp,179.0728,142.6903,323.6175,Jupiter-Pluto Opp
2039.01.01,00:00,Jupiter,Pluto,Opposition,Opp,179.2967,142.9261,323.6294,Jupiter-Pluto Opp
2039.01.04,00:00,Jupiter,Pluto,Opposition,Opp,179.5206,143.1618,323.6412,Jupiter-Pluto Opp
2039.01.07,00:00,Jupiter,Pluto,Opposition,Opp,179.7444,143.3974,323.6531,Jupiter-Pluto Opp
2039.01.10,00:00,Jupiter,Pluto,Opposition,Opp,179.9681,143.6330,323.6649,Jupiter-Pluto Opp
2039.01.13,00:00,Jupiter,Pluto,Opposition,Opp,179.8083,143.8685,323.6768,Jupiter-Pluto Opp
2039.01.16,00:00,Jupiter,Pluto,Opposition,Opp,179.5847,144.1039,323.6886,Jupiter-Pluto Opp
2039.01.19,00:00,Jupiter,Pluto,Opposition,Opp,179.3612,144.3393,323.7005,Jupiter-Pluto Opp
2039.01.22,00:00,Jupiter,Pluto,Opposition,Opp,179.1378,144.5746,323.7124,Jupiter-Pluto Opp
2039.04.01,00:00,Jupiter,Neptune,Trine,Trine,119.0373,149.9664,30.9291,Jupiter-Neptune Trine
2039.04.04,00:00,Jupiter,Neptune,Trine,Trine,119.2526,150.2001,30.9475,Jupiter-Neptune Trine
2039.04.07,00:00,Jupiter,Neptune,Trine,Trine,119.4678,150.4336,30.9658,Jupiter-Neptune Trine
2039.04.10,00:00,Jupiter,Neptune,Trine,Trine,119.6829,150.6671,30.9842,Jupiter-Neptune Trine
2039.04.13,00:00,Jupiter,Neptune,Trine,Trine,119.8980,150.9005,31.0025,Jupiter-Neptune Trine
2039.04.13,00:00,Saturn,Uranus,Sextile,Sext,59.0367,176.8574,117.8207,Saturn-Uranus Sext
2039.04.16,00:00,Jupiter,Neptune,Trine,Trine,120.1130,151.1338,31.0209,Jupiter-Neptune Trine
2039.04.16,00:00,Saturn,Uranus,Sextile,Sext,59.1014,176.9597,117.8582,Saturn-Uranus Sext
2039.04.19,00:00,Jupiter,Neptune,Trine,Trine,120.3279,151.3671,31.0392,Jupiter-Neptune Trine
2039.04.19,00:00,Saturn,Uranus,Sextile,Sext,59.1661,177.0619,117.8957,Saturn-Uranus Sext
2039.04.22,00:00,Jupiter,Neptune,Trine,Trine,120.5428,151.6004,31.0575,Jupiter-Neptune Trine
2039.04.22,00:00,Saturn,Uranus,Sextile,Sext,59.2308,177.1641,117.9332,Saturn-Uranus Sext
2039.04.25,00:00,Jupiter,Neptune,Trine,Trine,120.7576,151.8335,31.0759,Jupiter-Neptune Trine
2039.04.25,00:00,Saturn,Uranus,Sextile,Sext,59.2955,177.2662,117.9707,Saturn-Uranus Sext
2039.04.28,00:00,Jupiter,Neptune,Trine,Trine,120.9724,152.0666,31.0942,Jupiter-Neptune Trine
2039.04.28,00:00,Saturn,Uranus,Sextile,Sext,59.3601,177.3684,118.0082,Saturn-Uranus Sext
2039.05.01,00:00,Saturn,Uranus,Sextile,Sext,59.4248,177.4705,118.0457,Saturn-Uranus Sext
2039.05.04,00:00,Saturn,Uranus,Sextile,Sext,59.4894,177.5726,118.0832,Saturn-Uranus Sext
2039.05.07,00:00,Saturn,Uranus,Sextile,Sext,59.5539,177.6747,118.1207,Saturn-Uranus Sext
2039.05.10,00:00,Saturn,Uranus,Sextile,Sext,59.6185,177.7767,118.1582,Saturn-Uranus Sext
2039.05.13,00:00,Saturn,Uranus,Sextile,Sext,59.6830,177.8788,118.1957,Saturn-Uranus Sext
2039.05.16,00:00,Saturn,Uranus,Sextile,Sext,59.7476,177.9808,118.2332,Saturn-Uranus Sext
2039.05.19,00:00,Saturn,Uranus,Sextile,Sext,59.8121,178.0828,118.2707,Saturn-Uranus Sext
2039.05.22,00:00,Saturn,Uranus,Sextile,Sext,59.8765,178.1848,118.3082,Saturn-Uranus Sext
2039.05.25,00:00,Saturn,Uranus,Sextile,Sext,59.9410,178.2867,118.3458,Saturn-Uranus Sext
2039.05.28,00:00,Saturn,Uranus,Sextile,Sext,60.0054,178.3887,118.3833,Saturn-Uranus Sext
2039.05.31,00:00,Saturn,Uranus,Sextile,Sext,60.0698,178.4906,118.4208,Saturn-Uranus Sext
2039.06.03,00:00,Saturn,Uranus,Sextile,Sext,60.1342,178.5925,118.4583,Saturn-Uranus Sext
2039.06.06,00:00,Saturn,Uranus,Sextile,Sext,60.1986,178.6944,118.4958,Saturn-Uranus Sext
2039.06.09,00:00,Saturn,Uranus,Sextile,Sext,60.2630,178.7963,118.5333,Saturn-Uranus Sext
2039.06.12,00:00,Saturn,Uranus,Sextile,Sext,60.3273,178.8981,118.5709,Saturn-Uranus Sext
2039.06.15,00:00,Saturn,Uranus,Sextile,Sext,60.3916,179.0000,118.6084,Saturn-Uranus Sext
2039.06.18,00:00,Saturn,Uranus,Sextile,Sext,60.4559,179.1018,118.6459,Saturn-Uranus Sext
2039.06.21,00:00,Saturn,Uranus,Sextile,Sext,60.5201,179.2036,118.6834,Saturn-Uranus Sext
2039.06.24,00:00,Saturn,Uranus,Sextile,Sext,60.5844,179.3053,118.7210,Saturn-Uranus Sext
2039.06.27,00:00,Saturn,Uranus,Sextile,Sext,60.6486,179.4071,118.7585,Saturn-Uranus Sext
2039.06.30,00:00,Saturn,Uranus,Sextile,Sext,60.7128,179.5088,118.7960,Saturn-Uranus Sext
2039.07.03,00:00,Saturn,Uranus,Sextile,Sext,60.7770,179.6105,118.8335,Saturn-Uranus Sext
2039.07.06,00:00,Saturn,Uranus,Sextile,Sext,60.8411,179.7122,118.8711,Saturn-Uranus Sext
2039.07.09,00:00,Saturn,Uranus,Sextile,Sext,60.9052,179.8139,118.9086,Saturn-Uranus Sext
2039.07.12,00:00,Saturn,Uranus,Sextile,Sext,60.9694,179.9155,118.9462,Saturn-Uranus Sext
2040.03.20,00:00,Uranus,Neptune,Square,Sq,89.0118,122.1052,33.0934,Uranus-Neptune Sq
2040.03.23,00:00,Uranus,Neptune,Square,Sq,89.0311,122.1429,33.1118,Uranus-Neptune Sq
2040.03.26,00:00,Uranus,Neptune,Square,Sq,89.0504,122.1806,33.1301,Uranus-Neptune Sq
2040.03.29,00:00,Uranus,Neptune,Square,Sq,89.0698,122.2182,33.1485,Uranus-Neptune Sq
2040.04.01,00:00,Uranus,Neptune,Square,Sq,89.0891,122.2559,33.1668,Uranus-Neptune Sq
2040.04.04,00:00,Uranus,Neptune,Square,Sq,89.1085,122.2936,33.1851,Uranus-Neptune Sq
2040.04.07,00:00,Uranus,Neptune,Square,Sq,89.1278,122.3313,33.2035,Uranus-Neptune Sq
2040.04.10,00:00,Uranus,Neptune,Square,Sq,89.1472,122.3690,33.2218,Uranus-Neptune Sq
2040.04.13,00:00,Uranus,Neptune,Square,Sq,89.1665,122.4067,33.2401,Uranus-Neptune Sq
2040.04.16,00:00,Uranus,Neptune,Square,Sq,89.1859,122.4444,33.2585,Uranus-Neptune Sq
2040.04.19,00:00,Uranus,Neptune,Square,Sq,89.2052,122.4820,33.2768,Uranus-Neptune Sq
2040.04.22,00:00,Uranus,Neptune,Square,Sq,89.2246,122.5197,33.2951,Uranus-Neptune Sq
2040.04.25,00:00,Uranus,Neptune,Square,Sq,89.2439,122.5574,33.3135,Uranus-Neptune Sq
2040.04.28,00:00,Uranus,Neptune,Square,Sq,89.2633,122.5951,33.3318,Uranus-Neptune Sq
2040.05.01,00:00,Uranus,Neptune,Square,Sq,89.2827,122.6328,33.3501,Uranus-Neptune Sq
2040.05.04,00:00,Uranus,Neptune,Square,Sq,89.3020,122.6705,33.3685,Uranus-Neptune Sq
2040.05.07,00:00,Uranus,Neptune,Square,Sq,89.3214,122.7082,33.3868,Uranus-Neptune Sq
2040.05.10,00:00,Uranus,Neptune,Square,Sq,89.3407,122.7459,33.4052,Uranus-Neptune Sq
2040.05.13,00:00,Uranus,Neptune,Square,Sq,89.3601,122.7836,33.4235,Uranus-Neptune Sq
2040.05.16,00:00,Uranus,Neptune,Square,Sq,89.3795,122.8213,33.4418,Uranus-Neptune Sq
2040.05.19,00:00,Uranus,Neptune,Square,Sq,89.3988,122.8590,33.4602,Uranus-Neptune Sq
2040.05.22,00:00,Jupiter,Uranus,Sextile,Sext,59.0470,181.9437,122.8967,Jupiter-Uranus Sext
2040.05.22,00:00,Uranus,Neptune,Square,Sq,89.4182,122.8967,33.4785,Uranus-Neptune Sq
2040.05.25,00:00,Jupiter,Uranus,Sextile,Sext,59.2368,182.1712,122.9344,Jupiter-Uranus Sext
2040.05.25,00:00,Uranus,Neptune,Square,Sq,89.4376,122.9344,33.4968,Uranus-Neptune Sq
2040.05.28,00:00,Jupiter,Uranus,Sextile,Sext,59.4266,182.3987,122.9721,Jupiter-Uranus Sext
2040.05.28,00:00,Uranus,Neptune,Square,Sq,89.4570,122.9721,33.5152,Uranus-Neptune Sq
2040.05.31,00:00,Jupiter,Uranus,Sextile,Sext,59.6163,182.6261,123.0098,Jupiter-Uranus Sext
2040.05.31,00:00,Uranus,Neptune,Square,Sq,89.4763,123.0098,33.5335,Uranus-Neptune Sq
2040.06.03,00:00,Jupiter,Uranus,Sextile,Sext,59.8060,182.8536,123.0476,Jupiter-Uranus Sext
2040.06.03,00:00,Uranus,Neptune,Square,Sq,89.4957,123.0476,33.5518,Uranus-Neptune Sq
2040.06.06,00:00,Jupiter,Uranus,Sextile,Sext,59.9957,183.0810,123.0853,Jupiter-Uranus Sext
2040.06.06,00:00,Uranus,Neptune,Square,Sq,89.5151,123.0853,33.5702,Uranus-Neptune Sq
2040.06.09,00:00,Jupiter,Uranus,Sextile,Sext,60.1854,183.3084,123.1230,Jupiter-Uranus Sext
2040.06.09,00:00,Uranus,Neptune,Square,Sq,89.5345,123.1230,33.5885,Uranus-Neptune Sq
2040.06.12,00:00,Jupiter,Uranus,Sextile,Sext,60.3751,183.5358,123.1607,Jupiter-Uranus Sext
2040.06.12,00:00,Uranus,Neptune,Square,Sq,89.5539,123.1607,33.6068,Uranus-Neptune Sq
2040.06.15,00:00,Jupiter,Uranus,Sextile,Sext,60.5648,183.7632,123.1984,Jupiter-Uranus Sext
2040.06.15,00:00,Uranus,Neptune,Square,Sq,89.5732,123.1984,33.6252,Uranus-Neptune Sq
2040.06.18,00:00,Jupiter,Uranus,Sextile,Sext,60.7544,183.9905,123.2361,Jupiter-Uranus Sext
2040.06.18,00:00,Uranus,Neptune,Square,Sq,89.5926,123.2361,33.6435,Uranus-Neptune Sq
2040.06.21,00:00,Jupiter,Uranus,Sextile,Sext,60.9440,184.2179,123.2739,Jupiter-Uranus Sext
2040.06.21,00:00,Uranus,Neptune,Square,Sq,89.6120,123.2739,33.6618,Uranus-Neptune Sq
2040.06.24,00:00,Uranus,Neptune,Square,Sq,89.6314,123.3116,33.6802,Uranus-Neptune Sq
2040.06.27,00:00,Uranus,Neptune,Square,Sq,89.6508,123.3493,33.6985,Uranus-Neptune Sq
2040.06.30,00:00,Uranus,Neptune,Square,Sq,89.6702,123.3871,33.7169,Uranus-Neptune Sq
2040.07.03,00:00,Uranus,Neptune,Square,Sq,89.6896,123.4248,33.7352,Uranus-Neptune Sq
2040.07.06,00:00,Uranus,Neptune,Square,Sq,89.7090,123.4625,33.7535,Uranus-Neptune Sq
2040.07.09,00:00,Uranus,Neptune,Square,Sq,89.7284,123.5002,33.7719,Uranus-Neptune Sq
2040.07.12,00:00,Uranus,Neptune,Square,Sq,89.7478,123.5380,33.7902,Uranus-Neptune Sq
2040.07.15,00:00,Uranus,Neptune,Square,Sq,89.7672,123.5757,33.8085,Uranus-Neptune Sq
2040.07.18,00:00,Uranus,Neptune,Square,Sq,89.7866,123.6134,33.8269,Uranus-Neptune Sq
2040.07.21,00:00,Uranus,Neptune,Square,Sq,89.8060,123.6512,33.8452,Uranus-Neptune Sq
2040.07.24,00:00,Uranus,Neptune,Square,Sq,89.8254,123.6889,33.8635,Uranus-Neptune Sq
2040.07.27,00:00,Uranus,Neptune,Square,Sq,89.8448,123.7267,33.8819,Uranus-Neptune Sq
2040.07.30,00:00,Uranus,Neptune,Square,Sq,89.8642,123.7644,33.9002,Uranus-Neptune Sq
2040.08.02,00:00,Uranus,Neptune,Square,Sq,89.8836,123.8021,33.9185,Uranus-Neptune Sq
2040.08.05,00:00,Uranus,Neptune,Square,Sq,89.9030,123.8399,33.9369,Uranus-Neptune Sq
2040.08.08,00:00,Uranus,Neptune,Square,Sq,89.9224,123.8776,33.9552,Uranus-Neptune Sq
2040.08.11,00:00,Uranus,Neptune,Square,Sq,89.9418,123.9154,33.9735,Uranus-Neptune Sq
2040.08.14,00:00,Uranus,Neptune,Square,Sq,89.9613,123.9531,33.9919,Uranus-Neptune Sq
2040.08.17,00:00,Uranus,Neptune,Square,Sq,89.9807,123.9909,34.0102,Uranus-Neptune Sq
2040.08.20,00:00,Uranus,Neptune,Square,Sq,90.0001,124.0286,34.0285,Uranus-Neptune Sq
2040.08.23,00:00,Uranus,Neptune,Square,Sq,90.0195,124.0664,34.0469,Uranus-Neptune Sq
2040.08.26,00:00,Uranus,Neptune,Square,Sq,90.0389,124.1041,34.0652,Uranus-Neptune Sq
2040.08.29,00:00,Uranus,Neptune,Square,Sq,90.0584,124.1419,34.0835,Uranus-Neptune Sq
2040.09.01,00:00,Uranus,Neptune,Square,Sq,90.0778,124.1797,34.1019,Uranus-Neptune Sq
2040.09.04,00:00,Uranus,Neptune,Square,Sq,90.0972,124.2174,34.1202,Uranus-Neptune Sq
2040.09.07,00:00,Uranus,Neptune,Square,Sq,90.1166,124.2552,34.1385,Uranus-Neptune Sq
2040.09.10,00:00,Uranus,Neptune,Square,Sq,90.1361,124.2929,34.1569,Uranus-Neptune Sq
2040.09.13,00:00,Uranus,Neptune,Square,Sq,90.1555,124.3307,34.1752,Uranus-Neptune Sq
2040.09.16,00:00,Uranus,Neptune,Square,Sq,90.1749,124.3685,34.1935,Uranus-Neptune Sq
2040.09.19,00:00,Uranus,Neptune,Square,Sq,90.1944,124.4062,34.2119,Uranus-Neptune Sq
2040.09.22,00:00,Uranus,Neptune,Square,Sq,90.2138,124.4440,34.2302,Uranus-Neptune Sq
2040.09.25,00:00,Uranus,Neptune,Square,Sq,90.2332,124.4818,34.2485,Uranus-Neptune Sq
2040.09.28,00:00,Uranus,Neptune,Square,Sq,90.2527,124.5195,34.2669,Uranus-Neptune Sq
2040.10.01,00:00,Uranus,Neptune,Square,Sq,90.2721,124.5573,34.2852,Uranus-Neptune Sq
2040.10.04,00:00,Uranus,Neptune,Square,Sq,90.2916,124.5951,34.3035,Uranus-Neptune Sq
2040.10.07,00:00,Uranus,Neptune,Square,Sq,90.3110,124.6329,34.3219,Uranus-Neptune Sq
2040.10.10,00:00,Uranus,Neptune,Square,Sq,90.3304,124.6707,34.3402,Uranus-Neptune Sq
2040.10.13,00:00,Uranus,Neptune,Square,Sq,90.3499,124.7084,34.3585,Uranus-Neptune Sq
2040.10.16,00:00,Uranus,Neptune,Square,Sq,90.3693,124.7462,34.3769,Uranus-Neptune Sq
2040.10.19,00:00,Uranus,Neptune,Square,Sq,90.3888,124.7840,34.3952,Uranus-Neptune Sq
2040.10.22,00:00,Uranus,Neptune,Square,Sq,90.4082,124.8218,34.4135,Uranus-Neptune Sq
2040.10.25,00:00,Uranus,Neptune,Square,Sq,90.4277,124.8596,34.4319,Uranus-Neptune Sq
2040.10.28,00:00,Uranus,Neptune,Square,Sq,90.4471,124.8973,34.4502,Uranus-Neptune Sq
2040.10.31,00:00,Uranus,Neptune,Square,Sq,90.4666,124.9351,34.4685,Uranus-Neptune Sq
2040.11.03,00:00,Uranus,Neptune,Square,Sq,90.4860,124.9729,34.4869,Uranus-Neptune Sq
2040.11.06,00:00,Uranus,Neptune,Square,Sq,90.5055,125.0107,34.5052,Uranus-Neptune Sq
2040.11.09,00:00,Uranus,Neptune,Square,Sq,90.5250,125.0485,34.5235,Uranus-Neptune Sq
2040.11.12,00:00,Uranus,Neptune,Square,Sq,90.5444,125.0863,34.5419,Uranus-Neptune Sq
2040.11.15,00:00,Jupiter,Saturn,Conjunction,Conj,0.9831,195.3427,196.3258,Jupiter-Saturn Conj
