Symbol,Bid,Ask,Spread,Digits,Point,TickSize,TickValue,BaseCurrency,ProfitCurrency,Description,SpreadType,Selected,Visible,SessionHigh,SessionLow,Volume,Time,GannCategory,Price360Range,DegreePerPoint
.CARR.US,79.47,79.48,0.010000000000005116,2,0.01,0.01,1.0,USD,USD,Carrier Global Corp CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.CASY.US,525.76,526.28,0.5199999999999818,2,0.01,0.01,1.0,USD,USD,Casey's General Stores Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.CAT.N,429.52,429.74,0.22000000000002728,2,0.01,0.01,1.0,USD,USD,Caterpillar Inc.,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.CB.US,270.2,270.27,0.06999999999999318,2,0.01,0.01,1.0,USD,USD,Chubb Corp/The CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.CBOE.US,245.62,245.9,0.28000000000000114,2,0.01,0.01,1.0,USD,USD,CBOE Holdings Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.CBRE.US,144.61,144.63,0.01999999999998181,2,0.01,0.01,1.0,USD,USD,CBRE Group Inc CFD - class A,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.CBRL.US,66.81,66.91,0.09999999999999432,2,0.01,0.01,1.0,USD,USD,Cracker Barrel Old Country Sto CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.CC.US,13.98,14.0,0.019999999999999574,2,0.01,0.01,1.0,USD,USD,The Chemours Co. CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.CCEP.US,100.17,100.1798,0.009799999999998477,4,0.0001,0.0001,0.009999999999999998,USD,USD,Coca-Cola Europacific Partners PLC ,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.CCI.US,113.89,113.95,0.060000000000002274,2,0.01,0.01,1.0,USD,USD,Crown Castle International Cor CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.CCJ.US,79.92,79.93,0.010000000000005116,2,0.01,0.01,1.0,USD,USD,CAMECO CORP CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.CCK.US,104.2,104.23,0.030000000000001137,2,0.01,0.01,1.0,USD,USD,Crown Holdings Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.CCL.US,29.77,29.78,0.010000000000001563,2,0.01,0.01,1.0,USD,USD,Carnival Corp CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.CCOI.US,48.9,48.94,0.03999999999999915,2,0.01,0.01,1.0,USD,USD,Cogent Communications Holdings Inc,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.CDLX.US,2.7,2.71,0.009999999999999787,2,0.01,0.01,1.0,USD,USD,Cardlytics Inc,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,SMALL,3.6,100.0
.CDNS.US,324.41,324.68,0.2699999999999818,2,0.01,0.01,1.0,USD,USD,Cadence Design Systems Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.CE.US,57.11,57.13,0.020000000000003126,2,0.01,0.01,1.0,USD,USD,Celanese Corp CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.CEG.US,321.65,321.93,0.28000000000002956,2,0.01,0.01,1.0,USD,USD,Constellation Energy Corp,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.CEIX.US,71.62,72.37,0.75,2,0.01,0.01,1.0,USD,USD,CONSOL Energy Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.05.21 22:59,MEDIUM,36.0,10.0
.CELH.US,46.32,46.33,0.00999999999999801,2,0.01,0.01,1.0,USD,USD,Celsius Holdings Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.CF.US,93.52,93.53,0.010000000000005116,2,0.01,0.01,1.0,USD,USD,CF Industries Holdings Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.CGC.OQ,1.1,1.13,0.029999999999999805,3,0.001,0.001,0.1,USD,USD,Canopy Growth Corp,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,SMALL,3.6,100.0
.CHD.US,97.27,97.29,0.020000000000010232,2,0.01,0.01,1.0,USD,USD,Church & Dwight Co Inc.,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.CHKP.US,221.83,222.44,0.6099999999999852,2,0.01,0.01,1.0,USD,USD,Check Point Software Technologies Ltd CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.CHRD.US,109.54,109.6,0.05999999999998806,2,0.01,0.01,1.0,USD,USD,Chord Energy Corp CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.CHRW.US,103.14,103.21,0.06999999999999318,2,0.01,0.01,1.0,USD,USD,CH Robinson Worldwide Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.CHTR.US,379.97,380.0,0.029999999999972715,2,0.01,0.01,1.0,USD,USD,Charter Communications Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.CI.US,293.77,293.93,0.160000000000025,2,0.01,0.01,1.0,USD,USD,Cigna Corp CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.CIB.US,44.18,44.232,0.0519999999999996,3,0.001,0.001,0.1,USD,USD,Bancolombia SA CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.CIEN.US,87.21,87.24,0.030000000000001137,2,0.01,0.01,1.0,USD,USD,Ciena Corp CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.CINF.US,147.85,147.92,0.06999999999999318,2,0.01,0.01,1.0,USD,USD,Cincinnati Financial Corp CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.CIVI.US,31.5,31.53,0.030000000000001137,2,0.01,0.01,1.0,USD,USD,Civitas Resources Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.CLDX.US,23.82,23.84,0.019999999999999574,2,0.01,0.01,1.0,USD,USD,Celldex Therapeutics Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.CLUS.N,88.47,88.51,0.04000000000000625,2,0.01,0.01,1.0,USD,USD,Colgate-Palmolive Company Common Stock,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.CM.US,73.75,73.77,0.01999999999999602,2,0.01,0.01,1.0,USD,USD,Canadian Imperial Bank of Commerce CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.CMA.US,67.49,67.51,0.020000000000010232,2,0.01,0.01,1.0,USD,USD,Comerica Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.CMC.US,51.87,51.91,0.03999999999999915,2,0.01,0.01,1.0,USD,USD,Commercial Metals Co. CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.CMCSA.OQ,35.36,35.39,0.030000000000001137,2,0.01,0.01,1.0,USD,USD,Comcast Corp,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.CME.OQ,277.19,277.39,0.19999999999998863,2,0.01,0.01,1.0,USD,USD,CME Group Inc.,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.CMG.US,45.75,45.76,0.00999999999999801,2,0.01,0.01,1.0,USD,USD,Chipotle Mexican Grill Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.CMI.US,365.15,365.41,0.26000000000004775,2,0.01,0.01,1.0,USD,USD,Cummins Inc,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.CMPS.US,4.35,4.37,0.020000000000000462,2,0.01,0.01,1.0,USD,USD,Compass Pathways PLC - ADR CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,SMALL,3.6,100.0
.CMS.US,72.92,72.95,0.030000000000001137,2,0.01,0.01,1.0,USD,USD,CMS Energy Corp CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.CNC.US,26.77,26.78,0.010000000000001563,2,0.01,0.01,1.0,USD,USD,Ameriprise Financial Inc ,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.CNI.US,95.4,95.42,0.01999999999999602,2,0.01,0.01,1.0,USD,USD,Realty Income Corp CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.CNK.US,29.59,29.6,0.010000000000001563,2,0.01,0.01,1.0,USD,USD,Cinemark Holdings Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.CNP.US,37.81,37.83,0.01999999999999602,2,0.01,0.01,1.0,USD,USD,CenterPoint Energy Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.COF.US,211.4,211.49,0.09000000000000341,2,0.01,0.01,1.0,USD,USD,Capital One Financial Corp CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.COHR.US,98.72,98.76,0.04000000000000625,2,0.01,0.01,1.0,USD,USD,Coherent Inc,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.COIN.OQ,396.5,396.8,0.30000000000001137,2,0.01,0.01,1.0,USD,USD,Coinbase,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.COO.US,73.79,73.83,0.03999999999999204,2,0.01,0.01,1.0,USD,USD,Cooper Cos Inc/The CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.COOP.US,156.26,156.28,0.020000000000010232,2,0.01,0.01,1.0,USD,USD,Mr. Cooper Group Inc,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.COP.US,95.65,95.66,0.009999999999990905,2,0.01,0.01,1.0,USD,USD,ConocoPhillips CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.COST.OQ,933.78,934.69,0.9100000000000819,2,0.01,0.01,1.0,USD,USD,Costco Wholesale Corp,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.CP.US,76.11,76.13,0.01999999999999602,2,0.01,0.01,1.0,USD,USD,Canadian Pacific Railway Ltd,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.CPA.US,110.28,110.41,0.12999999999999545,2,0.01,0.01,1.0,USD,USD,Copa Holdings SA CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.CPB.US,32.76,32.77,0.010000000000005116,2,0.01,0.01,1.0,USD,USD,Campbell Soup Co CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.CPRI.US,19.57,19.58,0.00999999999999801,2,0.01,0.01,1.0,USD,USD,Capri Holdings Ltd. CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.CPRT.US,46.27,46.28,0.00999999999999801,2,0.01,0.01,1.0,USD,USD,Copart Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.CRM.N,267.57,267.85,0.28000000000002956,2,0.01,0.01,1.0,USD,USD,Salesforce.com Inc.,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.CRON.OQ,2.04,2.08,0.040000000000000036,2,0.01,0.01,1.0,USD,USD,Cronos Group Inc,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:57,SMALL,3.6,100.0
.CROX.US,107.78,107.8,0.01999999999999602,2,0.01,0.01,1.0,USD,USD,Crocs Inc,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.CRSP.US,66.02,66.1,0.0799999999999983,2,0.01,0.01,1.0,USD,USD,CRISPR Therapeutics AG CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.CSCO.OQ,68.28,68.31,0.030000000000001137,2,0.01,0.01,1.0,USD,USD,Cisco Systems Inc.,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.CSGP.US,92.97,92.98,0.010000000000005116,2,0.01,0.01,1.0,USD,USD,CoStar Group Inc,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.CSIQ.US,12.83,12.89,0.0600000000000005,2,0.01,0.01,1.0,USD,USD,Canadian Solar Inc. CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.CSL.US,429.33,429.54,0.21000000000003638,2,0.01,0.01,1.0,USD,USD,Carlisle Cos Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.CSTL.US,16.41,16.44,0.030000000000001137,2,0.01,0.01,1.0,USD,USD,Castle Biosciences Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.CSX.US,35.0,35.01,0.00999999999999801,2,0.01,0.01,1.0,USD,USD,CSX Corp CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.CTAS.US,222.82,223.01,0.18999999999999773,2,0.01,0.01,1.0,USD,USD,Cintas Corp CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.CTLT.US,63.48,63.49,0.010000000000005116,2,0.01,0.01,1.0,USD,USD,Catalent Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.04.30 20:13,MEDIUM,36.0,10.0
.CTSH.US,76.75,76.77,0.01999999999999602,2,0.01,0.01,1.0,USD,USD,Cognizant Technology Solutions ,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.CTVA.US,73.11,73.12,0.010000000000005116,2,0.01,0.01,1.0,USD,USD,Corteva Inc,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.CVLT.US,165.89,166.04,0.15000000000000568,2,0.01,0.01,1.0,USD,USD,CommVault Systems Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.CVNA.US,325.89,326.09,0.19999999999998863,2,0.01,0.01,1.0,USD,USD,Carvana Co - class A CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.CVS.N,58.73,58.81,0.0800000000000054,2,0.01,0.01,1.0,USD,USD,CVS Health Corp,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.CVX.N,155.74,155.9,0.1599999999999966,2,0.01,0.01,1.0,USD,USD,Chevron,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.CXW.US,19.96,19.98,0.019999999999999574,2,0.01,0.01,1.0,USD,USD,CoreCivic Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.D.US,58.78,58.79,0.00999999999999801,2,0.01,0.01,1.0,USD,USD,Dominion Resources Inc,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.DAL.N,54.68,54.76,0.0799999999999983,2,0.01,0.01,1.0,USD,USD,Delta Air Lines Inc.,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.DAR.US,35.16,35.19,0.030000000000001137,2,0.01,0.01,1.0,USD,USD,Darling Ingredients Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.DASH.US,243.64,243.77,0.13000000000002387,2,0.01,0.01,1.0,USD,USD,DoorDash Inc - class A CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.DBX.OQ,27.91,27.92,0.010000000000001563,2,0.01,0.01,1.0,USD,USD,Dropbox Inc,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.DD.US,74.8,74.83,0.030000000000001137,2,0.01,0.01,1.0,USD,USD,DuPont de Nemours Inc.,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.DDS.US,496.16,497.92,1.759999999999991,2,0.01,0.01,1.0,USD,USD,Dillard's CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.DE.US,514.41,514.65,0.2400000000000091,2,0.01,0.01,1.0,USD,USD,Deere & Co CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.DECK.US,104.98,105.0,0.01999999999999602,2,0.01,0.01,1.0,USD,USD,Deckers Outdoor Corp.,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.DEI.US,16.11,16.13,0.019999999999999574,2,0.01,0.01,1.0,USD,USD,Douglas Emmett Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.DELL.US,128.36,128.38,0.01999999999998181,2,0.01,0.01,1.0,USD,USD,Dell Technologies Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.DFS.N,197.48,201.02,3.5400000000000205,2,0.01,0.01,1.0,USD,USD,Discover Financial Services,Floating,Yes,Yes,0.0,0.0,0.0,2025.05.23 17:30,LARGE,360.0,1.0
.DG.US,107.77,107.78,0.010000000000005116,2,0.01,0.01,1.0,USD,USD,Dollar General Corp ,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.DGX.US,171.86,172.02,0.1599999999999966,2,0.01,0.01,1.0,USD,USD,Quest Diagnostics Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.DHI.US,144.73,144.76,0.030000000000001137,2,0.01,0.01,1.0,USD,USD,DR Horton Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.DHR.US,202.8,202.88,0.07999999999998408,2,0.01,0.01,1.0,USD,USD,Danaher Corp CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.DINO.US,43.85,43.88,0.030000000000001137,2,0.01,0.01,1.0,USD,USD,HF Sinclair Corp CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.DIS.N,121.96,122.01,0.05000000000001137,2,0.01,0.01,1.0,USD,USD,Walt Disney Company,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.DK.US,22.58,22.59,0.010000000000001563,2,0.01,0.01,1.0,USD,USD,Delek US Holdings Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.DKNG.US,44.04,44.06,0.020000000000003126,2,0.01,0.01,1.0,USD,USD,Draftkings Inc - class A,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.DKS.US,211.74,211.97,0.22999999999998977,2,0.01,0.01,1.0,USD,USD,Dick's Sporting Goods Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.DLB.US,76.3,76.33,0.030000000000001137,2,0.01,0.01,1.0,USD,USD,Dolby Laboratories Inc - class A CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.DLR.US,180.11,180.23,0.11999999999997613,2,0.01,0.01,1.0,USD,USD,Digital Realty Trust Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.DLTR.OQ,114.2,114.29,0.09000000000000341,2,0.01,0.01,1.0,USD,USD,Dollar Tree Inc.,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.DNOW.US,15.45,15.46,0.010000000000001563,2,0.01,0.01,1.0,USD,USD,NOW Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.DOCU.US,80.24,80.34,0.10000000000000853,2,0.01,0.01,1.0,USD,USD,DocuSign Inc - class A,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.DOV.US,186.55,186.63,0.07999999999998408,2,0.01,0.01,1.0,USD,USD,Dover Corp.,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.DOW.US,25.06,25.07,0.010000000000001563,2,0.01,0.01,1.0,USD,USD,Dow Inc,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.DOX.US,88.41,88.43,0.020000000000010232,2,0.01,0.01,1.0,USD,USD,Amdocs Limited,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.DPZ.US,476.2,476.42,0.22000000000002728,2,0.01,0.01,1.0,USD,USD,Domino's Pizza Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.DRI.US,202.67,202.78,0.11000000000001364,2,0.01,0.01,1.0,USD,USD,Darden Restaurants Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.DTE.US,139.02,139.09,0.06999999999999318,2,0.01,0.01,1.0,USD,USD,DTE Energy Co CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.DUK.US,119.77,119.78,0.010000000000005116,2,0.01,0.01,1.0,USD,USD,Duke Energy Corp CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.DVA.US,144.76,144.86,0.10000000000002274,2,0.01,0.01,1.0,USD,USD,DaVita HealthCare Partners Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.DVN.US,33.3,33.31,0.010000000000005116,2,0.01,0.01,1.0,USD,USD,Devon Energy Corp.,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.DXCM.US,86.76,86.79,0.030000000000001137,2,0.01,0.01,1.0,USD,USD,DexCom Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.DY.US,262.24,262.42,0.18000000000000682,2,0.01,0.01,1.0,USD,USD,Dycom Industries Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.EA.OQ,152.55,152.59,0.03999999999999204,2,0.01,0.01,1.0,USD,USD,Electronic Arts Inc,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.EAT.US,152.92,152.96,0.040000000000020464,2,0.01,0.01,1.0,USD,USD,Brinker International Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.EBAY.OQ,82.48,82.49,0.009999999999990905,2,0.01,0.01,1.0,USD,USD,eBay Inc.,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.ECL.US,269.86,269.95,0.08999999999997499,2,0.01,0.01,1.0,USD,USD,Ecolab Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.ED.US,102.06,102.07,0.009999999999990905,2,0.01,0.01,1.0,USD,USD,Consolidated Edison Inc.,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.EDU.US,45.5,45.52,0.020000000000003126,2,0.01,0.01,1.0,USD,USD,New Oriental Education & Technology Group Inc. CFD - ADR,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.EEFT.US,103.62,103.74,0.11999999999999034,2,0.01,0.01,1.0,USD,USD,Euronet Worldwide Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.EFX.US,245.97,246.11,0.14000000000001478,2,0.01,0.01,1.0,USD,USD,Equifax Inc.,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.EGLE.US,62.51,62.58,0.07000000000000028,2,0.01,0.01,1.0,USD,USD,Eagle Bulk Shipping Inc,Floating,Yes,Yes,0.0,0.0,0.0,2024.06.17 16:53,MEDIUM,36.0,10.0
.EGP.US,166.17,166.33,0.160000000000025,2,0.01,0.01,1.0,USD,USD,Eastgroup Properties Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.EIX.US,51.39,51.4,0.00999999999999801,2,0.01,0.01,1.0,USD,USD,Edison International ,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.EL.US,86.74,86.8,0.060000000000002274,2,0.01,0.01,1.0,USD,USD,Estee Lauder Cos Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.ELAN.US,14.68,14.69,0.009999999999999787,2,0.01,0.01,1.0,USD,USD,Elanco Animal Health Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.ELV.US,280.4,280.45,0.05000000000001137,2,0.01,0.01,1.0,USD,USD,Elevance Health Inc. CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.EMN.US,77.29,77.33,0.03999999999999204,2,0.01,0.01,1.0,USD,USD,Eastman Chemical Co CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
