Symbol,Bid,Ask,Spread,Digits,Point,TickSize,TickValue,BaseCurrency,ProfitCurrency,Description,SpreadType,Selected,Visible,SessionHigh,SessionLow,Volume,Time,GannCategory,Price360Range,DegreePerPoint
.INMD.US,14.53,14.55,0.02000000000000135,2,0.01,0.01,1.0,USD,USD,Inmode Ltd ,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.INO.US,1.5,1.51,0.010000000000000009,2,0.01,0.01,1.0,USD,USD,Inovio Pharmaceuticals CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,SMALL,3.6,100.0
.INSM.US,103.52,103.53,0.010000000000005116,2,0.01,0.01,1.0,USD,USD,Insmed Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.INSP.US,128.58,128.59,0.009999999999990905,2,0.01,0.01,1.0,USD,USD,Inspire Medical Systems Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.INTC.OQ,22.61,22.63,0.019999999999999574,2,0.01,0.01,1.0,USD,USD,Intel Corporation,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.INTU.US,780.87,781.37,0.5,2,0.01,0.01,1.0,USD,USD,Intuit Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.INVH.US,32.1198,32.13,0.01020000000000465,4,0.0001,0.0001,0.009999999999999998,USD,USD,Invitation Homes Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.IOT.US,38.11,38.12,0.00999999999999801,2,0.01,0.01,1.0,USD,USD,Samsara Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.IP.US,54.78,54.82,0.03999999999999915,2,0.01,0.01,1.0,USD,USD,International Paper Co CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.IPG.US,26.29,26.3,0.010000000000001563,2,0.01,0.01,1.0,USD,USD,Interpublic Group of Cos Inc/T CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.IPGP.US,75.48,75.62,0.14000000000000057,2,0.01,0.01,1.0,USD,USD,IPG Photonics Corp CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.IR.US,86.87,86.91,0.03999999999999204,2,0.01,0.01,1.0,USD,USD,Ingersoll-Rand PLC,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.IRDM.US,25.26,25.27,0.00999999999999801,2,0.01,0.01,1.0,USD,USD,Iridium Communications Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.IRM.US,98.74,98.81,0.07000000000000739,2,0.01,0.01,1.0,USD,USD,Iron Mountain Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.IRTC.US,132.26,132.61,0.35000000000002274,2,0.01,0.01,1.0,USD,USD,iRhythm Technologies Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.ISRG.US,488.36,488.67,0.3100000000000023,2,0.01,0.01,1.0,USD,USD,Intuitive Surgical Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.IT.US,356.13,356.37,0.2400000000000091,2,0.01,0.01,1.0,USD,USD,Gartner Inc,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.ITCI.US,131.88,131.9,0.020000000000010232,2,0.01,0.01,1.0,USD,USD,Intra-Cellular Therapies Inc,Floating,Yes,Yes,0.0,0.0,0.0,2025.04.30 20:53,LARGE,360.0,1.0
.ITRI.US,133.9701,133.99,0.019900000000006912,4,0.0001,0.0001,0.009999999999999998,USD,USD,Itron Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.ITW.US,261.91,262.01,0.0999999999999659,2,0.01,0.01,1.0,USD,USD,Illinois Tool Works Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.J.US,142.07,142.15,0.0800000000000125,2,0.01,0.01,1.0,USD,USD,Jacobs Engineering Group Inc. CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.JBHT.US,149.81,149.86,0.05000000000001137,2,0.01,0.01,1.0,USD,USD,JB Hunt Transport Services Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.JD.OQ,33.45,33.48,0.02999999999999403,2,0.01,0.01,1.0,USD,USD,JD.com,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.JEF.US,57.04,57.06,0.020000000000003126,2,0.01,0.01,1.0,USD,USD,Jefferies Financial Group Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.JKHY.US,180.83,180.99,0.1599999999999966,2,0.01,0.01,1.0,USD,USD,Jack Henry & Associates Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.JKS.US,24.01,24.04,0.029999999999997584,2,0.01,0.01,1.0,USD,USD,Jinko Solar Holding,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.JLL.US,261.37,261.54,0.17000000000001592,2,0.01,0.01,1.0,USD,USD,Jones Lang LaSalle Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.JNJ.N,169.56,169.7,0.13999999999998636,2,0.01,0.01,1.0,USD,USD,Johnson & Johnson,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.JNPR.N,39.92,39.95,0.030000000000001137,2,0.01,0.01,1.0,USD,USD,Juniper Networks Inc.,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.01 22:59,MEDIUM,36.0,10.0
.JPM.N,296.55,296.78,0.22999999999996135,2,0.01,0.01,1.0,USD,USD,JP Morgan Chase & Co.,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.JWN.US,24.66,24.68,0.019999999999999574,2,0.01,0.01,1.0,USD,USD,Nordstrom Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.05.26 22:44,MEDIUM,36.0,10.0
.JXN.US,87.61,87.79,0.18000000000000682,2,0.01,0.01,1.0,USD,USD,Jackson Financial Inc - class A CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.K.N,79.84,79.91,0.06999999999999318,2,0.01,0.01,1.0,USD,USD,Kellogg Co,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.KBH.US,56.52,56.55,0.02999999999999403,2,0.01,0.01,1.0,USD,USD,KB Home CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.KBR.US,47.07,47.08,0.00999999999999801,2,0.01,0.01,1.0,USD,USD,KBR Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.KD.US,38.31,38.32,0.00999999999999801,2,0.01,0.01,1.0,USD,USD,Kyndryl Holdings Inc,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.KEX.US,115.95,116.0,0.04999999999999716,2,0.01,0.01,1.0,USD,USD,Kirby Corp CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.KFY.US,73.52,73.6,0.0799999999999983,2,0.01,0.01,1.0,USD,USD,Korn Ferry CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.KHC.OQ,28.77,28.8,0.030000000000001137,2,0.01,0.01,1.0,USD,USD,The Kraft Heinz Company,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.KKR.N,150.18,150.25,0.06999999999999318,2,0.01,0.01,1.0,USD,USD,KKR & Co LP,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.KLAC.US,903.59,904.25,0.6599999999999682,2,0.01,0.01,1.0,USD,USD,KLA-Tencor Corp CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.KMB.US,127.75,127.77,0.01999999999999602,2,0.01,0.01,1.0,USD,USD,Kimberly-Clark Corp CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.KMT.US,25.85,25.87,0.019999999999999574,2,0.01,0.01,1.0,USD,USD,Kennametal Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.KMX.US,60.23,60.26,0.030000000000001137,2,0.01,0.01,1.0,USD,USD,CarMax Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.KNSL.US,474.5,475.31,0.8100000000000023,2,0.01,0.01,1.0,USD,USD,Kinsale Capital Group Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.KNX.US,45.57,45.6,0.030000000000001137,2,0.01,0.01,1.0,USD,USD,Knight-Swift Transportation Holdings Inc CFD - class A,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.KO.N,69.09,69.1,0.009999999999990905,2,0.01,0.01,1.0,USD,USD,Coca-Cola Company (The) Common Stock,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.KR.US,72.38,72.39,0.010000000000005116,2,0.01,0.01,1.0,USD,USD,Kroger Co,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.KSS.US,13.62,13.63,0.010000000000001563,2,0.01,0.01,1.0,USD,USD,Kohl's Corp CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.L.N,91.2,91.33,0.12999999999999545,2,0.01,0.01,1.0,USD,USD,Loews Corp,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.LAMR.US,124.93,125.05,0.11999999999999034,2,0.01,0.01,1.0,USD,USD,Lamar Advertising Co CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.LASR.US,19.48,19.51,0.030000000000001137,2,0.01,0.01,1.0,USD,USD,nLIGHT Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.LCII.US,97.9,97.99,0.0899999999999892,2,0.01,0.01,1.0,USD,USD,LCI Industries CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.LDOS.US,163.27,163.34,0.06999999999999318,2,0.01,0.01,1.0,USD,USD,Leidos Holdings Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.LEA.US,108.16,108.18,0.020000000000010232,2,0.01,0.01,1.0,USD,USD,Lear Corp CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.LECO.US,223.88,224.25,0.37000000000000455,2,0.01,0.01,1.0,USD,USD,Lincoln Electric Holdings Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.LEN.US,113.49,113.55,0.060000000000002274,2,0.01,0.01,1.0,USD,USD,Lennar Corp CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.LH.US,267.7,267.77,0.06999999999999318,2,0.01,0.01,1.0,USD,USD,Laboratory Corp of America Hol CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.LII.US,663.99,664.52,0.5299999999999727,2,0.01,0.01,1.0,USD,USD,Lennox International Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.LIN.US,471.49,471.74,0.25,2,0.01,0.01,1.0,USD,USD,Linde plc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.LIVN.US,43.29,43.32,0.030000000000001137,2,0.01,0.01,1.0,USD,USD,LivaNova PLC CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.LKQ.US,31.71,31.74,0.029999999999997584,2,0.01,0.01,1.0,USD,USD,LKQ Corp CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.LLY.US,805.02,805.17,0.14999999999997726,2,0.01,0.01,1.0,USD,USD,Eli Lilly & Co CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.LMND.US,40.55,40.56,0.010000000000005116,2,0.01,0.01,1.0,USD,USD,Lemonade Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.LMT.N,420.6,420.72,0.12000000000000455,2,0.01,0.01,1.0,USD,USD,Lockheed Martin Corporation,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.LNC.US,34.73,34.74,0.010000000000005116,2,0.01,0.01,1.0,USD,USD,Lincoln National Corp CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.LNG.US,225.84,226.02,0.18000000000000682,2,0.01,0.01,1.0,USD,USD,Cheniere Energy Inc,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.LNT.US,65.22,65.23,0.010000000000005116,2,0.01,0.01,1.0,USD,USD,Alliant Energy Corp CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.LNW.US,97.55,97.57,0.01999999999999602,2,0.01,0.01,1.0,USD,USD,Light&Wonder Inc.,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.LOB.US,32.51,32.57,0.060000000000002274,2,0.01,0.01,1.0,USD,USD,Live Oak Bancshares Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.LOGI.US,95.64,95.7001,0.06010000000000559,4,0.0001,0.0001,0.009999999999999998,USD,USD,Logitech,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.LOPE.US,168.5,168.69,0.18999999999999773,2,0.01,0.01,1.0,USD,USD,Grand Canyon Education Inc. CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.LOW.US,225.54,225.62,0.0800000000000125,2,0.01,0.01,1.0,USD,USD,Lowe's Cos Inc. CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.LPLA.US,376.79,377.29,0.5,2,0.01,0.01,1.0,USD,USD,LPL Financial Holdings Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.LPX.US,88.44,88.48,0.04000000000000625,2,0.01,0.01,1.0,USD,USD,Louisiana-Pacific Corp CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.LRCX.US,97.77,97.78,0.010000000000005116,2,0.01,0.01,1.0,USD,USD,Lam Research Corp CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.LTC.US,35.5,35.55,0.04999999999999716,2,0.01,0.01,1.0,USD,USD,LTC Properties Inc,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.LULU.US,218.67,218.77,0.10000000000002274,2,0.01,0.01,1.0,USD,USD,Lululemon Athletica Inca CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.LUV.N,33.22,33.28,0.060000000000002274,2,0.01,0.01,1.0,USD,USD,Southwest Airlines Co,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.LVS.N,50.71,50.84,0.13000000000000256,2,0.01,0.01,1.0,USD,USD,Las Vegas Sands Corp,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.LYB.US,60.69,60.72,0.030000000000001137,2,0.01,0.01,1.0,USD,USD,LyondellBasell Industries NV ,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.LYFT.OQ,14.34,14.37,0.02999999999999936,3,0.001,0.001,0.1,USD,USD,LYFT Inc,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.LYV.US,152.89,152.98,0.09000000000000341,2,0.01,0.01,1.0,USD,USD,Live Nation Entertainment Inc.,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.MA.N,563.19,564.19,1.0,2,0.01,0.01,1.0,USD,USD,Mastercard Inc.,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.MAA.US,151.64,151.69,0.05000000000001137,2,0.01,0.01,1.0,USD,USD,Mid-America Apartment Communit CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.MAC.US,17.64,17.65,0.00999999999999801,2,0.01,0.01,1.0,USD,USD,Macerich Co/The CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.MAG.US,21.65,21.66,0.010000000000001563,4,0.0001,0.0001,0.009999999999999998,USD,USD,MAG Silver Corp CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.MAN.N,44.71,44.82,0.10999999999999943,2,0.01,0.01,1.0,USD,USD,Manpower Inc.,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.MAR.OQ,272.84,273.07,0.2300000000000182,2,0.01,0.01,1.0,USD,USD,Marriott International Inc,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.MARA.US,17.25,17.27,0.019999999999999574,2,0.01,0.01,1.0,USD,USD,Marathon Digital Holdings Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.MAS.US,67.42,67.44,0.01999999999999602,2,0.01,0.01,1.0,USD,USD,Masco Corp CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.MASI.US,161.37,161.5,0.12999999999999545,2,0.01,0.01,1.0,USD,USD,Masimo Corp. CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.MATX.US,108.75,108.78,0.030000000000001137,2,0.01,0.01,1.0,USD,USD,Matson Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.MBLY.US,15.42,15.43,0.009999999999999787,2,0.01,0.01,1.0,USD,USD,Mobileye Global Inc - class A CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.MBUU.US,35.27,35.33,0.05999999999999517,2,0.01,0.01,1.0,USD,USD,Malibu Boats Inc - class A CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.MCD.N,294.53,294.64,0.11000000000001364,2,0.01,0.01,1.0,USD,USD,McDonald's Corporation,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.MCHP.OQ,67.8,67.81,0.010000000000005116,2,0.01,0.01,1.0,USD,USD,Microchip Technology Inc.,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.MCK.US,710.18,710.85,0.6700000000000728,2,0.01,0.01,1.0,USD,USD,McKesson Corp CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.MCO.N,512.48,513.86,1.3799999999999955,2,0.01,0.01,1.0,USD,USD,Moody's Corp,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.MDB.US,235.19,235.29,0.09999999999999432,2,0.01,0.01,1.0,USD,USD,MongoDB Inc.,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.MDLZ.OQ,70.15,70.19,0.03999999999999204,2,0.01,0.01,1.0,USD,USD,Mondelez International Inc,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.MDT.US,92.34,92.36,0.01999999999999602,2,0.01,0.01,1.0,USD,USD,Medtronic INC CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.MED.US,15.1,15.13,0.030000000000001137,2,0.01,0.01,1.0,USD,USD,Medifast Inc,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.MEDP.US,454.29,456.14,1.849999999999966,2,0.01,0.01,1.0,USD,USD,MEDPACE HOLDINGS,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.MELI.US,2389.6,2391.59,1.9900000000002365,2,0.01,0.01,1.0,USD,USD,MercadoLibre Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.MET.N,77.76,77.81,0.04999999999999716,2,0.01,0.01,1.0,USD,USD,Metlife Inc.,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.MGM.N,37.32,37.38,0.060000000000002274,2,0.01,0.01,1.0,USD,USD,MGM Resorts International,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.MGY.US,23.97,24.0,0.030000000000001137,2,0.01,0.01,1.0,USD,USD,Magnolia Oil & Gas Corp CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.MHK.US,116.0,116.09,0.09000000000000341,2,0.01,0.01,1.0,USD,USD,Mohawk Industries Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.MKC.US,71.46,71.48,0.020000000000010232,2,0.01,0.01,1.0,USD,USD,McCormick & Co Inc/MD CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.MKL.US,2003.44,2005.46,2.019999999999982,2,0.01,0.01,1.0,USD,USD,Markel Corp,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.MKTX.US,213.73,213.85,0.12000000000000455,2,0.01,0.01,1.0,USD,USD,MarketAxess Holdings Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.MLI.US,88.24,88.26,0.020000000000010232,2,0.01,0.01,1.0,USD,USD,Mueller Industries Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.MLKN.US,20.33,20.37,0.0400000000000027,2,0.01,0.01,1.0,USD,USD,MillerKnoll Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.MLM.US,581.33,581.63,0.2999999999999545,2,0.01,0.01,1.0,USD,USD,Martin Marietta Materials Inc,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.MMC.US,208.31,208.36,0.05000000000001137,2,0.01,0.01,1.0,USD,USD,Marsh & McLennan Cos Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.MMM.N,149.27,149.35,0.07999999999998408,2,0.01,0.01,1.0,USD,USD,3M Co,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.MMS.US,73.65,73.67,0.01999999999999602,2,0.01,0.01,1.0,USD,USD,MAXIMUS Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.MMYT.US,101.51,101.65,0.14000000000000057,2,0.01,0.01,1.0,USD,USD,Makemytrip LTD CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.MNDY.US,288.59,289.25,0.660000000000025,2,0.01,0.01,1.0,USD,USD,Monday.Com Ltd,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.MNST.US,60.14,60.19,0.04999999999999716,2,0.01,0.01,1.0,USD,USD,Monster Beverage Corp CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.MO.N,59.64,59.65,0.00999999999999801,2,0.01,0.01,1.0,USD,USD,Altria Group Inc,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.MOH.US,158.2,158.48,0.28000000000000114,2,0.01,0.01,1.0,USD,USD,Molina Healthcare Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.MOMO.OQ,8.56,8.6,0.03999999999999915,2,0.01,0.01,1.0,USD,USD,Momo Inc,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:55,SMALL,3.6,100.0
.MOS.US,37.38,37.39,0.00999999999999801,2,0.01,0.01,1.0,USD,USD,Mosaic Co/The CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.MP.US,62.12,62.13,0.010000000000005116,2,0.01,0.01,1.0,USD,USD,Mp Materials Corp - class A CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.MPC.US,171.33,171.35,0.01999999999998181,2,0.01,0.01,1.0,USD,USD,Marathon Petroleum Corp. CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.MPWR.US,712.77,712.98,0.21000000000003638,2,0.01,0.01,1.0,USD,USD,Monolithic Power Systems Inc.,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.MRK.N,84.14,84.17,0.030000000000001137,2,0.01,0.01,1.0,USD,USD,Merck & Company, Inc.,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.MRNA.OQ,33.99,34.03,0.03999999999999915,2,0.01,0.01,1.0,USD,USD,Moderna, Inc.,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
